,name,min,max,mean,std
1,UPB,900.0,998.1693574639982,910.9802516598575,16.38389584689481
0,MPB,900.0000000000028,1670.9538745284774,991.1032184304422,158.96116238317583
2,UCB,900.0000000004082,923.2577063528838,901.4960857500187,3.6984227360357584
3,MCS,900.000116901029,3293.457275119525,1456.4690681461987,598.7228103845722
4,MCB,1140.1794560580884,3176.882283796592,2057.4220854751807,451.75184904683965
