,results
0,947.4778423541985
1,1201.8702748362548
2,934.6298588155595
3,903.8027613053514
4,921.3222099561285
5,1313.8673885712044
6,2992.231750858124
7,900.2273152343835
8,932.992127573229
9,1459.4530654521282
10,2401.281189673604
11,2943.806562974747
12,2452.2042126320193
13,1034.5455776142796
14,1776.8642123088662
15,1079.9402501893935
16,1509.1275258369196
17,1897.031555651935
18,1238.5096182000161
19,1299.7621313999193
20,900.17309839558
21,1157.7621771573304
22,1147.1318009165477
23,901.1434752158946
24,2227.6274587798544
25,3118.528020386469
26,3293.4572751195255
27,1485.7832853380664
28,905.7731176012321
29,2470.3310068670567
30,1009.4198243087795
31,1156.436292972405
32,1421.889546879188
33,1177.7224433452275
34,912.5011451854016
35,1658.8515004719793
36,900.5611364229418
37,1305.2691300341207
38,2089.558651206545
39,2267.638189180986
40,1151.7107566868729
41,994.8943444614735
42,935.303311324233
43,1292.0875257722464
44,1660.6056576098285
45,1470.2599713669933
46,1454.9584088707113
47,1115.562648721891
48,2163.1233977801876
49,901.5787417910734
50,1988.7222939487046
51,960.5685190547425
52,900.0532903124994
53,919.1926320149485
54,1354.9878549853872
55,953.6470530857564
56,1007.1515829980694
57,945.7646208423305
58,1284.9472324113403
59,1625.378660946188
60,1539.9235416953024
61,1201.184455294487
62,1396.4855573801347
63,2161.340482917502
64,1011.6255434357158
65,907.6167320193599
66,1176.608651936329
67,910.6633963439443
68,926.8210250762929
69,2709.2693234142994
70,1931.6039893088737
71,921.3414031191504
72,900.000116901029
73,1660.508843851606
74,2787.7143750531623
75,2229.0668500470433
76,963.9350620218733
77,1501.7824276421188
78,2645.2141004060604
79,1229.71073366211
80,965.8992668211081
81,1978.9532377397848
82,1034.4774040725445
83,2300.5772392046283
84,2114.4323229222437
85,1568.9189385727523
86,981.9229688020761
87,1944.9865575831589
88,1172.420553818719
89,900.0956397715939
90,1781.0647580421905
91,1285.027105802439
92,1272.147607256239
93,1071.3273727192714
94,1769.7228499406053
95,988.3708434530198
96,1340.4561286906828
97,1740.7520217406109
98,1074.3676820575968
99,919.5651918733084
