,reward
0,-200
1,-200
2,6
3,7
4,7
5,12
6,-200
7,-200
8,-200
9,5
10,12
11,13
12,-200
13,12
14,-200
15,-200
16,-200
17,-200
18,10
19,-200
20,-200
21,-200
22,6
23,14
24,-200
25,-200
26,12
27,10
28,-200
29,-200
30,14
31,-200
32,-200
33,12
34,7
35,-200
36,-200
37,-200
38,6
39,-200
40,9
41,8
42,-200
43,9
44,-200
45,13
46,12
47,-200
48,7
49,-200
50,6
51,-200
52,-200
53,7
54,-200
55,10
56,8
57,-200
58,-200
59,-200
60,-200
61,11
62,11
63,8
64,-200
65,-200
66,-200
67,6
68,-200
69,-200
70,10
71,10
72,-200
73,9
74,6
75,-200
76,-200
77,-200
78,6
79,-200
80,-200
81,14
82,-200
83,-200
84,-200
85,6
86,-200
87,15
88,-200
89,12
90,-200
91,-200
92,6
93,-200
94,7
95,6
96,-200
97,-200
98,-200
99,-200
100,-200
101,-200
102,-200
103,5
104,10
105,11
106,9
107,-200
108,-200
109,4
110,-200
111,14
112,7
113,14
114,-200
115,-200
116,-200
117,-200
118,-200
119,-200
120,9
121,5
122,5
123,8
124,-200
125,-200
126,8
127,-200
128,-200
129,-200
130,5
131,10
132,15
133,10
134,-200
135,9
136,-200
137,-200
138,13
139,-200
140,-200
141,-200
142,10
143,11
144,8
145,-200
146,6
147,9
148,-200
149,8
150,8
151,-200
152,-200
153,4
154,13
155,-200
156,-200
157,7
158,-200
159,-200
160,-200
161,5
162,8
163,-200
164,-200
165,-200
166,-200
167,-200
168,-200
169,8
170,6
171,-200
172,-200
173,-200
174,-200
175,9
176,-200
177,-200
178,-200
179,7
180,10
181,-200
182,9
183,-200
184,10
185,10
186,-200
187,-200
188,15
189,9
190,7
191,3
192,-200
193,-200
194,-200
195,9
196,-200
197,13
198,12
199,-200
200,7
201,14
202,8
203,-200
204,14
205,8
206,-200
207,-200
208,10
209,6
210,-200
211,4
212,-200
213,-200
214,12
215,7
216,12
217,7
218,-200
219,6
220,-200
221,-200
222,-200
223,-200
224,9
225,7
226,11
227,8
228,-200
229,9
230,10
231,-200
232,-200
233,-200
234,-200
235,-200
236,-200
237,-200
238,-200
239,10
240,-200
241,-200
242,-200
243,10
244,7
245,-200
246,10
247,6
248,-200
249,12
250,8
251,-200
252,-200
253,6
254,13
255,-200
256,8
257,10
258,-200
259,6
260,-200
261,-200
262,11
263,-200
264,11
265,-200
266,12
267,9
268,4
269,10
270,7
271,8
272,-200
273,-200
274,-200
275,-200
276,-200
277,-200
278,8
279,8
280,-200
281,11
282,-200
283,-200
284,-200
285,5
286,-200
287,-200
288,9
289,-200
290,9
291,10
292,-200
293,-200
294,14
295,8
296,8
297,-200
298,-200
299,9
300,-200
301,9
302,-200
303,-200
304,-200
305,-200
306,12
307,9
308,-200
309,-200
310,-200
311,-200
312,-200
313,9
314,-200
315,-200
316,-200
317,-200
318,-200
319,-200
320,-200
321,10
322,-200
323,-200
324,-200
325,10
326,9
327,-200
328,-200
329,8
330,3
331,6
332,4
333,-200
334,-200
335,-200
336,-200
337,-200
338,4
339,-200
340,12
341,-200
342,-200
343,4
344,-200
345,-200
346,11
347,-200
348,-200
349,-200
350,-200
351,15
352,8
353,4
354,-200
355,-200
356,-200
357,-200
358,-200
359,-200
360,-200
361,15
362,-200
363,7
364,8
365,-200
366,-200
367,-200
368,-200
369,-200
370,-200
371,5
372,-200
373,-200
374,-200
375,10
376,8
377,-200
378,12
379,-200
380,9
381,-200
382,5
383,12
384,-200
385,-200
386,-200
387,10
388,-200
389,-200
390,-200
391,-200
392,-200
393,11
394,-200
395,-200
396,-200
397,14
398,-200
399,-200
400,-200
401,-200
402,-200
403,-200
404,10
405,11
406,-200
407,-200
408,10
409,-200
410,7
411,13
412,-200
413,-200
414,-200
415,-200
416,-200
