,reward
0,13
1,5
2,6
3,10
4,6
5,-200
6,11
7,-200
8,6
9,7
10,11
11,-200
12,13
13,-200
14,10
15,-200
16,9
17,11
18,-200
19,9
20,8
21,2
22,5
23,-200
24,14
25,10
26,-200
27,12
28,-200
29,-200
30,5
31,-200
32,10
33,7
34,-200
35,12
36,4
37,-200
38,-200
39,-200
40,8
41,7
42,4
43,11
44,-200
45,9
46,-200
47,-200
48,-200
49,-200
50,4
51,11
52,-200
53,3
54,-200
55,10
56,11
57,-200
58,5
59,9
60,4
61,6
62,14
63,-200
64,-200
65,9
66,-200
67,9
68,4
69,-200
70,6
71,6
72,-200
73,-200
74,10
75,9
76,4
77,7
78,-200
79,4
80,-200
81,3
82,-200
83,-200
84,-200
85,2
86,8
87,5
88,-200
89,8
90,8
91,11
92,12
93,4
94,7
95,-200
96,9
97,-200
98,12
99,14
100,2
101,-200
102,7
103,9
104,-200
105,-200
106,12
107,11
108,3
109,10
110,-200
111,7
112,-200
113,-200
114,-200
115,7
116,-200
117,-200
118,-200
119,7
120,-200
121,4
122,-200
123,9
124,8
125,11
126,8
127,8
128,-200
129,-200
130,-200
131,-200
132,10
133,9
134,-200
135,4
136,10
137,-200
138,7
139,-200
140,4
141,-200
142,-200
143,-200
144,-200
145,4
146,-200
147,15
148,5
149,11
150,-200
151,4
152,10
153,-200
154,7
155,10
156,10
157,9
158,-200
159,7
160,-200
161,10
162,9
163,6
164,-200
165,4
166,8
167,8
168,11
169,8
170,11
171,-200
172,9
173,-200
174,8
175,8
176,9
177,13
178,9
179,9
180,-200
181,9
182,-200
183,-200
184,-200
185,-200
186,-200
187,13
188,-200
189,3
190,6
191,-200
192,-200
193,7
194,6
195,7
196,4
197,6
198,11
199,10
200,8
201,-200
202,7
203,4
204,12
205,-200
206,6
207,-200
208,-200
209,8
210,4
211,12
212,-200
213,7
214,9
215,9
216,2
217,9
218,10
219,10
220,-200
221,8
222,-200
223,-200
224,-200
225,-200
226,-200
227,3
228,-200
229,11
230,5
231,9
232,2
233,-200
234,-200
235,13
236,12
237,7
238,-200
239,3
240,-200
241,10
242,-200
243,9
244,5
245,6
246,11
247,6
248,-200
249,6
250,12
251,4
252,-200
253,-200
254,8
255,8
256,11
257,9
258,4
259,-200
260,10
261,7
262,8
263,-200
264,7
265,4
266,8
267,12
268,-200
269,11
270,-200
271,7
272,4
273,8
274,6
275,7
276,7
277,11
278,-200
279,7
280,-200
281,-200
282,10
283,3
284,8
285,6
286,-200
287,5
288,-200
289,9
290,7
291,-200
292,-200
293,10
294,7
295,9
296,12
297,-200
298,-200
299,9
300,-200
301,10
302,7
303,7
304,12
305,8
306,4
307,8
308,11
309,6
310,7
311,10
312,10
313,9
314,-200
315,14
316,5
317,10
318,-200
319,13
320,5
321,7
322,6
323,-200
324,8
325,4
326,-200
327,6
328,-200
329,13
330,10
331,3
332,-200
333,-200
334,9
335,11
336,10
337,6
338,8
339,6
340,-200
341,10
342,-200
343,6
344,14
345,9
346,10
347,9
348,15
349,-200
350,12
351,-200
352,13
353,-200
354,5
355,6
356,-200
357,10
358,-200
359,-200
360,8
361,-200
362,-200
363,7
364,3
365,7
366,3
367,11
368,7
369,-200
370,7
371,-200
372,-200
373,13
374,1
375,5
376,9
377,15
378,11
379,6
380,6
381,3
382,8
383,7
384,-200
385,7
386,-200
387,-200
388,-200
389,5
390,7
391,10
392,9
393,10
394,-200
395,-200
396,-200
397,-200
398,8
399,-200
400,11
401,13
402,8
403,7
404,7
405,-200
406,8
407,-200
408,4
409,11
410,-200
411,-200
412,-200
413,8
414,5
415,11
416,11
417,8
418,8
419,7
420,13
421,-200
422,9
423,-200
424,9
425,9
426,6
427,5
428,-200
429,13
430,11
431,15
432,10
433,8
434,9
435,7
436,-200
437,-200
438,-200
439,13
440,12
441,11
442,4
443,-200
444,5
445,8
446,9
447,-200
448,8
449,5
450,7
451,9
452,-200
453,8
454,9
455,-200
456,-200
457,7
458,-200
459,8
460,-200
461,8
462,9
463,2
464,6
465,10
466,5
467,-200
468,11
469,9
470,4
471,5
472,-200
473,-200
474,-200
475,7
476,-200
477,4
478,-200
479,8
480,-200
481,10
482,4
483,7
484,7
485,-200
486,11
487,9
488,6
489,-200
490,6
491,8
492,9
493,-200
494,-200
495,9
496,10
497,-200
498,7
499,10
500,10
501,7
502,6
503,12
504,7
505,-200
506,3
507,10
508,-200
509,4
510,-200
511,6
512,9
513,10
514,5
515,4
516,-200
517,8
518,-200
519,9
520,6
521,-200
522,11
523,-200
524,-200
525,5
526,-200
527,9
528,9
529,-200
530,6
531,11
532,4
533,6
534,10
535,11
536,9
537,-200
538,-200
539,9
540,10
541,1
542,9
543,9
544,-200
545,-200
546,8
547,5
548,7
549,10
550,7
551,6
552,7
553,9
554,11
555,6
556,-200
557,6
558,-200
559,-200
560,3
561,10
562,-200
563,8
564,-200
565,8
566,-200
567,9
568,6
569,10
570,9
571,10
572,2
573,9
574,-200
575,11
576,-200
577,-200
578,5
579,3
580,-200
581,-200
582,-200
583,6
584,11
585,9
586,-200
587,-200
588,9
589,-200
590,7
591,12
592,-200
593,-200
594,2
595,-200
596,6
597,-200
598,8
599,12
600,-200
601,7
602,7
603,10
604,-200
605,-200
606,6
607,12
608,-200
609,12
610,-200
611,-200
612,11
613,12
614,-200
615,3
616,2
617,7
618,-200
619,10
620,3
621,4
622,9
623,-200
624,-200
625,7
626,7
627,9
628,-200
629,13
630,-200
631,7
632,3
633,11
634,-200
635,9
636,8
637,7
638,9
639,-200
640,5
641,-200
642,9
643,-200
644,-200
645,7
646,-200
647,-200
648,11
649,8
650,-200
651,-200
652,9
653,-200
654,12
655,-200
656,10
657,-200
658,14
659,11
660,8
661,11
662,-200
663,8
664,6
665,5
666,7
667,7
668,9
669,10
670,7
671,10
672,6
673,-200
674,7
675,10
676,8
677,13
678,-200
679,8
680,12
681,-200
682,4
683,6
684,11
685,8
686,7
687,5
688,-200
689,-200
690,6
691,7
692,6
693,-200
694,-200
695,4
696,12
697,10
698,8
699,-200
700,7
701,8
702,9
703,-200
704,7
705,5
706,-200
707,4
708,8
709,-200
710,-200
711,-200
712,6
713,9
714,11
715,5
716,6
717,8
718,-200
719,-200
720,-200
721,-200
722,5
723,7
724,-200
725,10
726,4
727,11
728,4
729,-200
730,4
731,-200
732,8
733,-200
734,5
735,8
736,-200
737,7
738,-200
739,-200
740,4
741,9
742,-200
743,-200
744,-200
745,11
746,-200
747,4
748,-200
749,11
750,6
751,5
752,10
753,8
754,8
755,-200
756,12
757,2
758,-200
759,9
760,6
761,8
762,15
763,7
764,-200
765,-200
766,7
767,9
768,11
769,11
770,8
771,-200
772,5
773,-200
774,8
775,8
776,11
777,11
778,9
779,-200
780,-200
781,-200
782,10
783,10
784,5
785,-200
786,8
787,-200
788,10
789,8
790,9
791,12
792,-200
793,11
794,5
795,7
796,-200
797,13
798,10
799,6
800,-200
801,8
802,8
803,5
804,8
805,4
806,12
807,7
808,-200
809,14
810,-200
811,13
812,12
813,13
814,10
815,9
816,-200
817,10
818,9
819,9
820,8
821,5
822,8
823,-200
824,1
825,5
826,10
827,11
828,5
829,10
830,-200
831,10
832,-200
833,2
834,9
835,7
836,3
837,-200
838,-200
839,-200
840,-200
841,3
842,9
843,8
844,-200
845,-200
846,10
847,5
848,8
849,-200
850,10
851,-200
852,11
853,13
854,6
855,-200
856,-200
857,13
858,-200
859,8
860,-200
861,15
862,14
863,-200
864,12
865,-200
866,2
867,5
868,-200
869,10
870,-200
871,-200
872,-200
873,10
874,-200
875,-200
876,3
877,-200
878,-200
879,-200
880,9
881,13
882,-200
883,-200
884,-200
885,-200
886,12
887,-200
888,5
889,7
890,9
891,14
892,13
893,6
894,8
895,10
896,2
897,8
898,10
899,-200
900,-200
901,6
902,14
903,11
904,3
905,-200
906,4
907,8
908,7
909,7
910,8
911,7
912,7
913,9
914,-200
915,8
916,-200
917,-200
918,-200
919,9
920,12
921,-200
922,11
923,12
924,-200
925,8
926,-200
927,9
928,8
929,10
930,10
931,4
932,10
933,-200
934,2
935,-200
936,9
937,-200
938,7
939,10
940,15
941,8
942,1
943,9
944,4
945,7
946,-200
947,7
948,7
949,7
950,10
951,4
952,-200
953,12
954,9
955,-200
956,11
957,8
958,-200
959,-200
960,12
961,7
962,-200
963,-200
964,-200
965,11
966,-200
967,10
968,9
969,-200
970,12
971,-200
972,-200
973,-200
974,8
975,9
976,5
977,11
978,-200
979,9
980,11
981,7
982,4
983,6
984,-200
985,4
986,9
987,10
988,-200
989,8
990,9
991,-200
992,6
993,6
994,-200
995,4
996,12
997,-200
998,12
999,-200
