,0,1,2,3,4,5,6,7,8,9
0,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
2,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
5,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
6,-200,-200,10,-200,-200,-200,-200,-200,-200,-200
7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
8,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
9,-200,-200,-200,-200,-200,-200,11,-200,-200,-200
10,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
11,-200,-200,11,-200,-200,-200,-200,9,-200,-200
12,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
13,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
14,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
15,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
16,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
17,-200,-200,-200,-200,-200,14,-200,-200,-200,-200
18,15,-200,-200,-200,11,14,-200,-200,-200,-200
19,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
20,-200,-200,8,-200,-200,-200,-200,-200,-200,-200
21,10,7,-200,-200,-200,-200,-200,-200,-200,-200
22,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
23,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
24,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
25,9,-200,-200,-200,6,-200,-200,-200,-200,-200
26,-200,14,-200,7,-200,-200,-200,-200,-200,-200
27,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
28,5,5,-200,-200,-200,-200,-200,-200,-200,4
29,-200,-200,5,-200,-200,-200,-200,12,-200,-200
30,7,-200,-200,6,-200,3,-200,10,-200,11
31,-200,6,-200,-200,-200,-200,-200,-200,-200,13
32,-200,-200,-200,-200,-200,-200,-200,-200,6,13
33,12,15,-200,7,-200,-200,-200,-200,-200,-200
34,-200,9,-200,-200,-200,9,8,8,-200,-200
35,-200,-200,4,-200,-200,-200,-200,-200,-200,10
36,-200,-200,4,9,-200,-200,-200,-200,12,11
37,-200,4,-200,-200,15,-200,13,-200,-200,-200
38,-200,9,-200,-200,14,-200,-200,-200,-200,-200
39,8,-200,12,-200,-200,12,-200,9,5,7
40,8,-200,-200,-200,-200,10,-200,-200,-200,5
41,-200,10,-200,-200,-200,-200,5,-200,-200,12
42,-200,-200,15,-200,-200,-200,6,-200,-200,-200
43,-200,-200,-200,-200,9,-200,-200,-200,-200,-200
44,-200,9,-200,12,-200,-200,11,11,-200,9
45,-200,10,9,-200,-200,-200,-200,-200,-200,9
46,-200,11,-200,-200,10,-200,-200,8,-200,-200
47,-200,12,-200,7,5,-200,-200,-200,-200,-200
48,3,10,-200,10,-200,-200,-200,-200,-200,2
49,-200,4,-200,9,-200,9,7,14,-200,-200
50,-200,-200,-200,-200,-200,-200,9,-200,-200,-200
51,-200,-200,-200,7,-200,-200,-200,-200,-200,-200
52,-200,-200,10,-200,-200,-200,9,4,11,-200
53,3,-200,13,-200,5,10,-200,10,-200,-200
54,-200,12,-200,4,-200,-200,-200,8,-200,7
55,-200,-200,-200,-200,-200,-200,-200,12,-200,-200
56,-200,-200,-200,-200,-200,-200,9,12,5,10
57,-200,8,-200,-200,-200,9,-200,-200,-200,-200
58,-200,-200,-200,5,12,-200,-200,10,-200,-200
59,-200,-200,12,-200,6,10,10,-200,5,10
60,9,6,-200,9,-200,-200,-200,-200,9,-200
61,-200,-200,11,4,-200,3,12,11,-200,-200
62,-200,-200,-200,-200,-200,9,4,8,-200,-200
63,5,-200,-200,9,3,-200,-200,3,-200,-200
64,9,-200,5,-200,8,9,5,6,-200,2
65,9,-200,5,11,5,-200,9,11,13,-200
66,-200,-200,10,-200,5,7,-200,3,-200,-200
67,-200,4,8,-200,8,4,-200,-200,8,-200
68,-200,-200,5,13,-200,-200,10,-200,7,13
69,13,9,5,2,3,9,-200,-200,-200,7
70,-200,-200,11,6,12,-200,-200,-200,10,12
71,12,11,7,11,9,9,-200,8,3,-200
72,8,3,5,11,11,-200,4,12,13,8
73,9,-200,12,8,-200,11,-200,9,9,5
74,-200,-200,-200,-200,8,7,-200,9,7,8
75,9,5,-200,-200,-200,11,-200,8,4,3
76,-200,-200,-200,-200,-200,-200,4,9,8,-200
77,-200,-200,11,6,-200,-200,1,10,-200,-200
78,10,-200,10,11,-200,13,3,-200,4,-200
79,-200,9,8,4,-200,-200,-200,-200,6,12
80,-200,7,11,-200,-200,-200,9,-200,9,5
81,-200,6,-200,-200,13,-200,-200,11,5,9
82,8,4,11,9,14,13,-200,5,10,12
83,10,-200,6,5,7,8,5,-200,5,-200
84,9,-200,5,-200,7,8,6,-200,-200,5
85,9,12,-200,9,-200,7,7,-200,4,-200
86,5,4,-200,-200,6,12,12,-200,4,-200
87,-200,7,-200,4,-200,10,9,-200,14,8
