,reward
0,-200
1,4
2,11
3,9
4,8
5,-200
6,-200
7,-200
8,-200
9,8
10,-200
11,-200
12,7
13,-200
14,-200
15,5
16,5
17,9
18,-200
19,-200
20,-200
21,8
22,-200
23,-200
24,9
25,6
26,8
27,14
28,9
29,-200
30,13
31,-200
32,-200
33,-200
34,10
35,-200
36,13
37,-200
38,-200
39,-200
40,-200
41,6
42,9
43,-200
44,8
45,14
46,8
47,-200
48,-200
49,3
50,9
51,9
52,-200
53,-200
54,13
55,11
56,-200
57,8
58,7
59,10
60,-200
61,9
62,-200
63,-200
64,-200
65,-200
66,8
67,7
68,-200
69,-200
70,-200
71,-200
72,-200
73,8
74,-200
75,9
76,8
77,-200
78,-200
79,-200
80,-200
81,-200
82,-200
83,10
84,-200
85,5
86,-200
87,5
88,-200
89,11
90,-200
91,-200
92,-200
93,-200
94,8
95,-200
96,5
97,-200
98,10
99,10
100,5
101,-200
102,10
103,7
104,-200
105,6
106,-200
107,-200
108,9
109,8
110,-200
111,9
112,-200
113,9
114,8
115,11
116,10
117,8
118,-200
119,-200
120,-200
121,-200
122,12
123,9
124,11
125,11
126,-200
127,-200
128,11
129,13
130,8
131,9
132,9
133,10
134,7
135,6
136,7
137,-200
138,-200
139,-200
140,9
141,8
142,-200
143,7
144,-200
145,-200
146,-200
147,9
148,-200
149,-200
150,-200
151,9
152,14
153,3
154,-200
155,-200
156,-200
157,11
158,-200
159,5
160,-200
161,12
162,6
163,10
164,10
165,-200
166,11
167,11
168,9
169,8
170,3
171,13
172,8
173,11
174,7
175,8
176,6
177,7
178,-200
179,10
180,-200
181,7
182,10
183,6
184,9
185,7
186,-200
187,-200
188,10
189,-200
190,-200
191,5
192,-200
193,10
194,-200
195,-200
196,-200
197,-200
198,9
199,-200
200,-200
201,13
202,-200
203,7
204,-200
205,8
206,11
207,-200
208,10
209,-200
210,8
211,-200
212,12
213,12
214,8
215,-200
216,9
217,8
218,-200
219,-200
220,9
221,9
222,-200
223,12
224,9
225,10
226,11
227,-200
228,11
229,8
230,-200
231,11
232,-200
233,5
234,-200
235,8
236,7
237,13
238,-200
239,-200
240,7
241,7
242,8
243,-200
244,-200
245,9
246,7
247,9
248,-200
249,8
250,-200
251,-200
252,9
253,8
254,-200
255,11
256,8
257,-200
258,8
259,-200
260,-200
261,-200
262,8
263,-200
264,12
265,10
266,11
267,-200
268,4
269,8
270,8
271,-200
272,5
273,10
274,-200
275,-200
276,-200
277,-200
278,9
279,11
280,12
281,-200
282,9
283,-200
284,-200
285,-200
286,-200
287,-200
288,-200
289,-200
290,12
291,-200
292,-200
293,-200
294,-200
295,-200
296,8
297,9
298,8
299,6
300,-200
301,-200
302,15
303,-200
304,6
305,-200
306,-200
307,10
308,-200
309,-200
310,8
311,-200
312,-200
313,9
314,-200
315,3
316,10
317,8
318,14
319,13
320,7
321,8
322,13
323,-200
324,-200
325,7
326,-200
327,7
328,12
329,13
330,8
331,-200
332,-200
333,10
334,-200
335,8
336,-200
337,-200
338,10
339,-200
340,9
341,-200
342,-200
343,-200
344,8
345,-200
346,9
347,-200
348,6
349,4
350,-200
351,-200
352,8
353,-200
354,8
355,7
356,-200
357,5
358,-200
359,9
360,6
361,13
362,8
363,8
364,7
365,10
366,3
367,-200
368,-200
369,9
370,10
371,-200
372,-200
373,11
374,5
375,4
376,10
377,9
378,10
379,8
380,-200
381,10
382,-200
383,-200
384,-200
385,5
386,9
387,-200
388,9
389,-200
390,-200
391,-200
392,-200
393,5
394,-200
395,10
396,-200
397,15
398,-200
399,12
400,8
401,11
402,-200
403,7
404,-200
405,10
406,10
407,11
408,4
409,-200
410,-200
411,6
412,-200
413,-200
414,-200
415,10
416,-200
417,5
418,9
419,8
420,-200
421,8
422,-200
423,10
424,-200
425,-200
426,9
427,9
428,-200
429,-200
430,8
431,5
432,9
433,7
434,-200
435,10
436,10
437,-200
438,9
439,9
440,8
441,-200
442,12
443,12
444,-200
445,9
446,-200
447,-200
448,-200
449,-200
450,-200
451,-200
452,-200
453,13
454,10
455,12
456,9
457,-200
458,9
459,-200
460,-200
461,10
462,-200
463,9
464,-200
465,-200
466,-200
467,-200
468,8
469,-200
470,11
471,-200
472,10
473,-200
474,-200
475,-200
476,7
477,-200
478,6
479,7
480,-200
481,8
482,8
483,-200
484,9
485,8
486,4
487,-200
488,11
489,9
490,-200
491,7
492,7
493,-200
494,-200
495,10
496,-200
497,-200
498,9
499,9
500,6
501,6
502,9
503,-200
504,8
505,-200
506,-200
507,-200
508,-200
509,9
