,0,1,2,3,4,5,6,7,8,9
0,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
2,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
5,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
6,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
8,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
9,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
10,-200,-200,-200,12,-200,-200,-200,-200,-200,-200
11,-200,7,-200,-200,-200,-200,-200,-200,-200,-200
12,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
13,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
14,14,-200,-200,-200,12,-200,9,-200,-200,-200
15,-200,-200,-200,12,13,-200,8,-200,-200,-200
16,-200,-200,-200,11,-200,-200,-200,-200,-200,-200
17,-200,-200,12,10,-200,10,-200,-200,11,-200
18,9,-200,-200,13,-200,-200,-200,-200,-200,-200
19,-200,7,10,-200,-200,10,10,13,6,-200
20,-200,8,-200,8,11,10,-200,-200,8,9
21,10,11,-200,10,-200,-200,8,9,-200,7
22,-200,-200,9,6,-200,13,-200,7,12,-200
23,12,7,-200,-200,-200,5,7,5,-200,-200
24,11,8,-200,5,-200,5,-200,5,5,7
25,11,9,8,8,5,-200,10,7,7,6
26,6,3,5,-200,11,2,6,9,3,14
27,11,7,8,9,-200,-200,4,3,14,9
28,9,5,6,12,10,8,6,6,11,5
29,6,10,9,11,7,5,7,4,10,11
30,6,9,6,10,10,8,7,9,12,5
31,8,-200,9,8,10,3,12,9,10,5
32,7,7,7,3,9,9,8,11,11,5
33,7,11,14,5,9,12,6,12,5,6
34,7,9,7,12,8,9,5,4,9,9
35,11,6,5,11,9,6,5,10,8,10
36,8,10,4,8,9,9,6,6,7,8
37,6,11,4,8,10,8,4,11,7,7
38,13,9,8,7,9,5,7,7,7,5
39,5,7,11,7,9,9,8,9,10,12
40,8,4,14,9,8,9,10,6,13,9
41,9,13,10,6,15,9,5,11,13,12
42,11,6,8,8,6,12,4,9,14,8
43,11,7,9,5,6,10,9,7,9,4
44,12,11,7,10,6,8,7,8,6,10
45,2,7,8,7,6,12,7,11,8,6
46,14,8,10,6,11,7,6,6,6,9
47,12,5,4,2,5,5,10,9,5,9
48,9,10,11,6,9,7,11,10,6,7
49,7,9,4,11,8,4,11,14,7,8
50,6,8,6,11,6,8,5,14,6,7
51,9,10,7,11,12,9,9,7,8,5
52,8,8,7,6,8,12,6,8,7,9
53,5,12,11,8,7,12,6,6,8,9
54,9,9,5,11,7,7,4,7,5,13
55,8,6,7,9,10,12,7,10,5,11
56,11,7,8,4,10,6,6,5,11,9
57,11,11,10,8,6,9,9,4,7,6
58,7,12,13,4,13,5,4,7,3,4
59,7,7,7,9,14,8,12,6,9,6
60,10,9,7,8,8,3,11,12,5,5
61,8,6,5,7,11,5,6,4,11,4
62,11,9,3,7,7,2,7,9,11,8
63,6,7,10,7,7,11,11,7,10,12
64,3,8,3,9,6,9,6,10,6,7
65,9,15,10,4,12,12,9,5,9,5
66,13,13,8,5,9,7,4,11,5,15
67,12,8,7,9,4,11,8,7,6,10
68,10,6,5,8,9,11,4,9,12,8
69,4,6,7,3,6,3,6,12,10,12
70,10,12,11,13,4,10,8,5,9,8
71,4,12,4,8,9,7,12,3,8,6
72,13,9,9,7,9,12,9,12,9,9
73,8,8,7,12,5,6,11,4,14,4
74,6,8,10,9,6,8,13,4,8,6
75,12,11,7,4,8,7,6,5,7,10
76,5,8,7,8,10,10,5,10,7,9
77,9,13,7,8,6,4,7,9,8,6
78,8,8,11,10,7,9,6,8,8,11
79,10,11,10,8,10,7,9,5,8,7
80,5,7,11,13,10,8,4,3,9,6
81,13,7,5,9,12,7,13,6,6,10
82,13,9,5,4,9,9,10,8,6,8
83,8,8,4,8,8,8,8,7,11,8
84,9,12,5,8,9,9,9,8,9,9
85,10,10,8,10,10,11,9,10,8,11
86,6,7,5,7,7,9,8,12,8,4
87,9,5,9,12,7,3,12,10,7,14
88,8,9,5,4,8,8,9,11,10,8
89,5,9,7,8,8,9,5,9,10,10
90,9,5,7,7,5,8,8,8,8,11
91,5,4,6,11,7,7,9,11,4,6
92,7,5,9,8,9,14,5,9,7,6
93,10,6,8,8,10,5,15,8,3,6
94,8,11,11,7,12,6,8,8,8,3
95,12,8,12,9,7,9,11,1,9,15
96,7,7,10,11,6,3,6,8,4,6
97,5,7,9,5,10,4,11,10,12,6
98,8,11,6,8,7,7,12,7,9,4
99,7,8,8,10,9,13,6,10,8,11
