,reward
0,9
1,5
2,7
3,10
4,-200
5,5
6,-200
7,7
8,10
9,6
10,10
11,13
12,11
13,12
14,7
15,11
16,7
17,-200
18,6
19,7
20,9
21,5
22,13
23,6
24,10
25,8
26,11
27,7
28,5
29,11
30,6
31,12
32,8
33,7
34,8
35,10
36,6
37,6
38,6
39,8
40,8
41,11
42,6
43,9
44,11
45,4
46,8
47,10
48,12
49,10
50,5
51,-200
52,5
53,9
54,9
55,9
56,11
57,8
58,7
59,5
60,7
61,-200
62,6
63,10
64,4
65,9
66,8
67,-200
68,10
69,9
70,7
71,10
72,8
73,5
74,4
75,10
76,10
77,3
78,11
79,11
80,7
81,13
82,7
83,9
84,13
85,9
86,5
87,8
88,4
89,15
90,8
91,10
92,5
93,6
94,9
95,9
96,5
97,-200
98,7
99,11
100,4
101,7
102,7
103,6
104,7
105,4
106,9
107,-200
108,7
109,-200
110,6
111,5
112,10
113,8
114,9
115,12
116,8
117,6
118,7
119,10
120,3
121,6
122,11
123,-200
124,8
125,12
126,8
127,6
128,8
129,3
130,9
131,15
132,14
133,7
134,8
135,7
136,10
137,8
138,9
139,11
140,10
141,4
142,3
143,-200
144,8
145,8
146,3
147,6
148,7
149,5
150,10
151,11
152,7
153,-200
154,8
155,7
156,9
157,9
158,11
159,7
160,5
161,8
162,-200
163,5
164,9
165,5
166,9
167,-200
168,8
169,5
170,11
171,7
172,9
173,7
174,6
175,8
176,9
177,10
178,-200
179,-200
180,7
181,4
182,7
183,8
184,11
185,11
186,7
187,12
188,8
189,7
190,8
191,6
192,-200
193,14
194,8
195,5
196,9
197,4
198,10
199,9
200,5
201,9
202,11
203,8
204,-200
205,4
206,9
207,12
208,9
209,9
210,5
211,10
212,11
213,10
214,9
215,-200
216,12
217,6
218,6
219,7
220,9
221,5
222,6
223,11
224,11
225,8
226,9
227,7
228,8
229,6
230,4
231,11
232,5
233,10
234,6
235,9
236,9
237,5
238,3
239,8
240,6
241,-200
242,4
243,4
244,9
245,7
246,7
247,8
248,8
249,6
250,-200
251,11
252,11
253,10
254,7
255,9
256,8
257,7
258,5
259,4
260,9
261,8
262,9
263,11
264,4
265,9
266,7
267,10
268,9
269,7
270,8
271,9
272,5
273,4
274,11
275,-200
276,6
277,11
278,8
279,7
280,5
281,8
282,10
283,-200
284,7
285,-200
286,9
287,6
288,8
289,10
290,8
291,5
292,10
293,12
294,9
295,7
296,-200
297,-200
298,9
299,6
300,6
301,9
302,4
303,12
304,10
305,6
306,6
307,7
308,9
309,6
310,4
311,9
312,9
313,11
314,7
315,11
316,-200
317,4
318,7
319,7
320,10
321,9
322,10
323,11
324,6
325,10
326,-200
327,13
328,15
329,-200
330,12
331,7
332,9
333,7
334,5
335,8
336,12
337,14
338,8
339,8
340,5
341,12
342,5
343,8
344,10
345,7
346,9
347,9
348,6
349,11
350,6
351,8
352,3
353,6
354,9
355,10
356,11
357,8
358,-200
359,5
360,8
361,6
362,6
363,6
364,7
365,7
366,5
367,7
368,8
369,-200
370,5
371,8
372,7
373,5
374,7
375,6
376,11
377,11
378,7
379,-200
380,10
381,8
382,12
383,10
384,8
385,-200
386,9
387,10
388,7
389,5
390,4
391,15
392,8
393,7
394,-200
395,5
396,13
397,5
398,8
399,10
400,9
401,11
402,11
403,8
404,6
405,14
406,7
407,-200
408,11
409,11
410,7
411,11
412,5
413,10
414,9
415,8
416,6
417,11
418,5
419,8
420,8
421,6
422,11
423,9
424,10
425,6
426,-200
427,7
428,9
429,9
430,4
431,8
432,11
433,9
434,8
435,15
436,9
437,9
438,10
439,5
440,5
441,6
442,5
443,4
444,10
445,9
446,7
447,11
448,6
449,11
450,5
451,11
452,7
453,8
454,9
455,10
456,6
457,9
458,8
459,7
460,9
461,7
462,-200
463,13
464,10
465,10
466,7
467,11
468,7
469,10
470,9
471,-200
472,7
473,11
474,5
475,9
476,9
477,7
478,4
479,11
480,5
481,5
482,7
483,7
484,3
485,8
486,8
487,7
488,10
489,8
490,8
491,9
492,8
493,8
494,8
495,14
496,-200
497,7
498,10
499,8
500,9
501,7
502,7
503,10
504,5
505,7
506,9
507,10
508,7
509,8
510,5
511,8
512,7
513,5
514,10
515,-200
516,5
517,4
518,7
519,13
520,8
521,7
522,10
523,5
524,6
525,6
526,9
527,7
528,5
529,6
530,11
531,-200
532,5
533,10
534,-200
535,7
536,4
537,5
538,-200
539,7
540,7
541,5
542,10
543,11
544,7
545,11
546,8
547,12
548,14
549,7
550,9
551,9
552,5
553,10
554,-200
555,5
556,6
557,4
558,11
559,9
560,7
561,10
562,9
563,4
564,10
565,9
566,6
567,10
568,12
569,7
570,14
571,6
572,10
573,7
574,7
575,6
576,6
577,6
578,8
579,-200
580,9
581,6
582,5
583,8
584,6
585,6
586,9
587,8
588,9
589,7
590,8
591,10
592,11
593,8
594,9
595,8
596,6
597,8
598,14
599,4
600,8
601,8
602,7
603,5
604,9
605,9
606,11
607,7
608,8
609,8
610,8
611,9
612,7
613,8
614,10
615,9
616,5
617,6
618,11
619,12
620,6
621,6
622,9
623,10
624,10
625,10
626,11
627,5
628,5
629,6
630,12
631,8
632,8
633,8
634,9
635,8
636,11
637,7
638,6
639,11
640,12
641,4
642,3
643,4
644,5
645,11
646,9
647,7
648,8
649,7
650,9
651,-200
652,7
653,9
654,7
655,5
656,9
657,10
658,11
659,6
660,9
661,8
662,8
663,5
664,8
665,3
666,6
667,7
668,-200
669,11
670,-200
671,7
672,15
673,6
674,10
675,10
676,8
677,6
678,5
679,6
680,5
681,10
682,7
683,5
684,9
685,3
686,8
687,10
688,10
689,11
690,12
691,8
692,9
693,13
694,5
695,11
696,5
697,7
698,9
699,8
700,6
701,7
702,7
703,9
704,11
705,10
706,3
707,14
708,13
709,3
710,9
711,6
712,6
713,3
714,11
715,5
716,4
717,10
718,9
719,5
720,6
721,9
722,6
723,5
724,11
725,7
726,8
727,13
728,8
729,9
730,-200
731,7
732,7
733,5
734,7
735,14
736,9
737,9
738,7
739,4
740,11
741,9
742,9
743,4
744,5
745,5
746,-200
747,5
748,9
749,8
750,-200
751,10
752,8
753,5
754,6
755,10
756,9
757,10
758,4
759,9
760,8
761,-200
762,9
763,11
764,7
765,11
766,8
767,10
768,8
769,7
770,7
771,5
772,7
773,10
774,11
775,13
776,-200
777,5
778,10
779,4
780,7
781,13
782,6
783,14
784,14
785,6
786,6
787,-200
788,11
789,6
790,7
791,7
792,9
793,4
794,8
795,9
796,8
797,13
798,4
799,11
800,-200
801,11
802,-200
803,10
804,11
805,4
806,10
807,7
808,8
809,7
810,11
811,5
812,8
813,8
814,8
815,5
816,10
817,5
818,7
819,6
820,11
821,8
822,8
823,14
824,9
825,9
826,7
827,6
828,8
829,5
830,6
831,7
832,6
833,8
834,5
835,7
836,13
837,10
838,7
839,8
840,9
841,11
842,9
843,10
844,9
845,7
846,5
847,5
848,7
849,7
850,9
851,5
852,7
853,11
854,10
855,6
856,3
857,12
858,7
859,9
860,6
861,15
862,4
863,10
864,-200
865,9
866,6
867,8
868,10
869,10
870,5
871,10
872,-200
873,8
874,8
875,7
876,8
877,5
878,7
879,7
880,9
881,11
882,10
883,8
884,5
885,9
886,15
887,9
888,10
889,5
890,7
891,3
892,8
893,11
894,8
895,11
896,9
897,6
898,10
899,5
900,3
901,14
902,-200
903,10
904,6
905,11
906,3
907,7
908,10
909,14
910,11
911,12
912,-200
