,reward
0,2
1,5
2,-200
3,6
4,6
5,14
6,-200
7,-200
8,-200
9,-200
10,11
11,-200
12,-200
13,8
14,-200
15,-200
16,-200
17,10
18,-200
19,10
20,-200
21,9
22,-200
23,13
24,-200
25,5
26,-200
27,-200
28,-200
29,-200
30,-200
31,-200
32,13
33,-200
34,5
35,-200
36,6
37,-200
38,9
39,-200
40,-200
41,-200
42,-200
43,5
44,-200
45,7
46,-200
47,-200
48,7
49,-200
50,-200
51,13
52,-200
53,-200
54,-200
55,5
56,8
57,7
58,-200
59,13
60,12
61,7
62,4
63,-200
64,9
65,4
66,-200
67,-200
68,13
69,-200
70,-200
71,-200
72,-200
73,-200
74,-200
75,-200
76,5
77,-200
78,-200
79,-200
80,-200
81,9
82,-200
83,-200
84,-200
85,-200
86,-200
87,-200
88,-200
89,-200
90,-200
91,-200
92,-200
93,-200
94,-200
95,7
96,-200
97,-200
98,12
99,-200
100,3
101,11
102,-200
103,-200
104,-200
105,-200
106,-200
107,14
108,-200
109,-200
110,-200
111,5
112,13
113,-200
114,8
115,6
116,-200
117,-200
118,10
119,-200
120,-200
121,-200
122,13
123,4
124,-200
125,-200
126,-200
127,-200
128,9
129,-200
130,-200
131,2
132,-200
133,-200
134,-200
135,3
136,-200
137,-200
138,-200
139,11
140,-200
141,-200
142,-200
143,-200
144,-200
145,5
146,-200
147,-200
148,-200
149,-200
150,-200
151,-200
152,10
153,-200
154,6
155,-200
156,9
157,-200
158,-200
159,12
160,-200
161,-200
162,-200
163,8
164,10
165,-200
166,-200
167,5
168,-200
169,-200
170,-200
171,-200
172,-200
173,-200
174,-200
175,7
176,-200
177,-200
178,-200
179,-200
180,3
181,4
182,-200
183,11
184,-200
185,4
186,-200
187,-200
188,-200
189,-200
190,-200
191,3
192,10
193,-200
194,-200
195,-200
196,-200
197,-200
198,12
199,-200
200,-200
201,-200
202,3
203,-200
204,10
205,-200
206,-200
207,6
208,-200
209,7
210,-200
211,11
212,-200
213,-200
214,9
215,-200
216,5
217,4
218,-200
219,2
220,-200
221,8
222,-200
223,-200
224,7
225,-200
226,5
227,-200
228,7
229,10
230,-200
231,-200
232,7
233,-200
234,-200
235,10
236,3
237,-200
238,13
239,-200
240,-200
241,9
242,-200
243,3
244,-200
245,6
246,2
247,-200
248,11
249,-200
250,11
251,4
252,-200
253,7
254,-200
255,-200
256,6
257,-200
258,-200
259,-200
260,7
261,-200
