,reward
0,5
1,9
2,5
3,6
4,13
5,5
6,7
7,12
8,5
9,9
10,5
11,9
12,10
13,3
14,6
15,9
16,9
17,12
18,6
19,5
20,11
21,11
22,9
23,4
24,6
25,6
26,11
27,11
28,6
29,7
30,11
31,7
32,6
33,8
34,7
35,7
36,5
37,11
38,13
39,4
40,5
41,10
42,7
43,8
44,7
45,7
46,6
47,10
48,6
49,11
50,6
51,9
52,7
53,11
54,10
55,9
56,7
57,7
58,5
59,9
60,5
61,7
62,8
63,10
64,4
65,6
66,9
67,3
68,7
69,5
70,13
71,7
72,12
73,9
74,8
75,10
76,6
77,8
78,6
79,9
80,7
81,10
82,7
83,7
84,4
85,4
86,6
87,-200
88,6
89,11
90,5
91,10
92,7
93,3
94,-200
95,7
96,6
97,6
98,9
99,10
100,11
101,8
102,11
103,8
104,5
105,7
106,7
107,6
108,14
109,-200
110,9
111,8
112,6
113,8
114,8
115,7
116,5
117,8
118,10
119,8
120,6
121,6
122,7
123,4
124,3
125,5
126,7
127,7
128,9
129,6
130,9
131,7
132,7
133,8
134,10
135,9
136,12
137,7
138,11
139,8
140,11
141,10
142,7
143,7
144,11
145,7
146,10
147,8
148,11
149,9
150,8
151,14
152,5
153,6
154,10
155,8
156,8
157,9
158,11
159,4
160,11
161,9
162,12
163,9
164,8
165,6
166,10
167,8
168,6
169,11
170,8
171,8
172,7
173,9
174,7
175,12
176,11
177,10
178,7
179,8
180,11
181,6
182,2
183,9
184,7
185,4
186,9
187,13
188,9
189,15
190,12
191,5
192,9
193,8
194,5
195,8
196,6
197,11
198,9
199,8
200,9
201,7
202,7
203,12
204,8
205,8
206,6
207,9
208,7
209,10
210,8
211,7
212,10
213,4
214,5
215,11
216,11
217,7
218,10
219,9
220,9
221,8
222,-200
223,7
224,6
225,12
226,8
227,11
228,6
229,8
230,5
231,7
232,11
233,4
234,6
235,10
236,8
237,12
238,8
239,7
240,10
241,8
242,9
243,7
244,11
245,8
246,8
247,5
248,7
249,7
250,7
251,7
252,-200
253,6
254,9
255,9
256,11
257,8
258,7
259,5
260,7
261,6
262,7
263,4
264,7
265,9
266,6
267,12
268,11
269,7
270,7
271,10
272,8
273,10
274,8
275,8
276,8
277,10
278,8
279,6
280,7
281,11
282,10
283,9
284,9
285,4
286,7
287,9
288,11
289,9
290,7
291,9
292,10
293,7
294,8
295,8
296,6
297,5
298,4
299,7
300,9
301,9
302,8
303,5
304,10
305,8
306,4
307,5
308,8
309,11
310,10
311,10
312,7
313,8
314,6
315,10
316,4
317,9
318,10
319,5
320,8
321,8
322,5
323,4
324,9
325,12
326,6
327,8
328,7
329,11
330,6
331,7
332,12
333,12
334,7
335,8
336,12
337,6
338,5
339,6
340,7
341,8
342,6
343,14
344,4
345,4
346,9
347,10
348,5
349,8
350,10
351,9
352,10
353,13
354,6
355,12
356,7
357,14
358,8
359,9
360,11
361,5
362,10
363,8
364,8
365,14
366,4
367,7
368,2
369,10
370,9
371,10
372,4
373,8
374,4
375,6
376,7
377,6
378,9
379,7
380,9
381,3
382,9
383,6
384,4
385,10
386,4
387,12
388,10
389,8
390,4
391,10
392,10
393,6
394,3
395,6
396,7
397,2
398,10
399,10
400,9
401,15
402,4
403,9
404,6
405,5
406,9
407,7
408,7
409,11
410,9
411,7
412,9
413,4
414,10
415,7
416,11
417,6
418,9
419,4
420,4
421,9
422,5
423,11
424,7
425,9
426,6
427,11
428,11
429,9
430,10
431,6
432,13
433,5
434,8
435,4
436,5
437,10
438,10
439,6
440,7
441,8
442,9
443,8
444,7
445,8
446,9
447,6
448,7
449,12
450,9
451,13
452,8
453,8
454,6
455,11
456,10
457,12
458,5
459,8
460,9
461,13
462,8
463,10
464,9
465,5
466,4
467,6
468,6
469,6
470,7
471,9
472,6
473,12
474,7
475,8
476,6
477,11
478,9
479,5
480,5
481,7
482,4
483,10
484,7
485,12
486,5
487,9
488,11
489,10
490,10
491,8
492,9
493,9
494,10
495,7
496,10
497,9
498,-200
499,7
500,14
501,4
502,9
503,9
504,4
505,8
506,9
507,9
508,9
509,3
510,10
511,6
512,4
513,-200
514,10
515,6
516,11
517,10
518,8
519,7
520,3
521,9
522,14
523,6
524,8
525,8
526,8
527,4
528,5
529,6
530,9
531,5
532,5
533,6
534,5
535,5
536,7
537,8
538,9
539,8
540,4
541,4
542,10
543,6
544,5
545,9
546,7
547,5
548,7
549,11
550,7
551,5
552,6
553,7
554,6
555,7
