,0,1,2,3,4,5,6,7,8,9
0,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
2,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
5,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
6,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
8,-200,9,12,9,-200,-200,-200,-200,-200,-200
9,-200,-200,-200,-200,-200,-200,-200,14,-200,-200
10,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
11,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
12,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
13,-200,-200,-200,-200,9,-200,-200,-200,-200,-200
14,-200,4,-200,-200,14,-200,-200,-200,11,-200
15,-200,12,11,-200,-200,-200,-200,-200,-200,-200
16,-200,7,-200,-200,-200,-200,-200,-200,-200,-200
17,-200,-200,9,-200,12,-200,-200,-200,14,-200
18,-200,-200,-200,-200,-200,7,-200,-200,-200,8
19,-200,-200,9,-200,-200,-200,7,-200,-200,-200
20,7,-200,-200,-200,-200,-200,9,-200,-200,-200
21,-200,-200,10,-200,-200,-200,-200,-200,-200,8
22,7,13,2,-200,-200,-200,-200,-200,-200,-200
23,-200,9,-200,9,-200,-200,-200,-200,-200,-200
24,-200,-200,7,-200,-200,-200,-200,11,13,-200
25,7,-200,-200,-200,-200,-200,15,-200,-200,-200
26,-200,6,7,9,-200,-200,-200,-200,7,-200
27,-200,-200,-200,-200,-200,8,-200,-200,-200,-200
28,-200,8,6,-200,-200,-200,-200,-200,-200,-200
29,13,-200,-200,-200,-200,-200,-200,-200,-200,-200
30,-200,-200,-200,10,8,-200,13,-200,9,-200
31,-200,-200,-200,5,-200,10,-200,-200,7,-200
32,9,6,-200,7,7,-200,12,-200,10,-200
33,5,-200,-200,6,-200,11,-200,13,-200,-200
34,6,-200,-200,-200,-200,5,-200,-200,5,7
35,4,10,-200,6,5,11,5,-200,13,-200
36,-200,-200,-200,-200,-200,-200,3,10,-200,15
37,-200,-200,-200,-200,-200,-200,-200,-200,5,-200
38,-200,6,-200,-200,-200,6,4,-200,2,-200
39,-200,8,-200,-200,15,-200,9,-200,-200,-200
40,-200,-200,-200,-200,5,-200,6,-200,9,-200
41,-200,3,-200,6,7,10,11,-200,8,6
42,9,11,13,-200,10,-200,8,-200,10,-200
43,9,-200,2,-200,-200,-200,3,-200,4,5
44,12,-200,10,-200,13,-200,5,-200,5,7
45,-200,5,-200,11,4,6,-200,-200,2,3
46,5,11,-200,6,11,-200,-200,-200,-200,-200
47,-200,7,-200,13,6,-200,10,10,11,7
48,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
49,12,9,11,14,4,-200,13,3,-200,5
50,7,-200,7,-200,-200,-200,11,6,-200,-200
51,8,7,4,4,7,-200,-200,-200,6,-200
52,10,-200,-200,4,12,10,-200,7,3,7
53,-200,6,2,-200,-200,14,-200,-200,-200,11
54,-200,9,-200,5,8,9,13,-200,12,6
55,-200,-200,-200,9,-200,6,-200,-200,7,-200
56,-200,-200,-200,7,-200,-200,-200,7,6,-200
57,5,11,-200,-200,-200,-200,-200,7,-200,7
58,-200,5,-200,-200,10,4,3,-200,-200,-200
59,-200,-200,12,9,6,-200,-200,-200,-200,7
60,8,-200,-200,6,-200,-200,8,-200,7,-200
61,7,8,-200,9,-200,-200,-200,6,-200,7
62,-200,10,6,6,5,4,-200,-200,12,-200
63,11,10,10,11,-200,7,-200,9,-200,-200
64,10,-200,3,8,-200,6,-200,-200,-200,6
65,-200,6,-200,3,-200,7,7,10,8,5
66,-200,10,10,8,-200,-200,5,-200,9,12
67,11,12,-200,-200,7,-200,10,-200,3,10
68,11,7,-200,9,10,7,6,5,3,9
69,5,-200,7,10,14,-200,-200,-200,10,4
70,-200,10,-200,5,-200,-200,-200,4,5,3
71,-200,11,4,-200,5,7,-200,-200,-200,11
72,7,-200,5,10,6,6,-200,5,-200,-200
73,10,-200,6,4,9,-200,-200,11,8,10
74,3,7,13,9,12,13,-200,-200,3,5
75,-200,11,10,-200,5,-200,-200,11,6,-200
76,-200,6,10,5,5,-200,7,12,8,8
77,-200,-200,6,-200,-200,12,6,10,6,5
78,8,-200,-200,-200,-200,-200,9,-200,-200,6
79,-200,-200,9,-200,8,5,6,9,12,11
80,-200,-200,-200,-200,-200,8,8,3,13,-200
81,4,8,11,9,7,-200,9,7,-200,7
82,-200,9,-200,6,6,7,10,-200,4,10
83,-200,7,7,5,-200,4,11,6,7,5
84,5,5,6,7,7,-200,6,-200,8,7
85,5,-200,-200,-200,-200,-200,7,2,6,6
86,4,13,7,-200,6,7,6,8,-200,7
87,13,6,-200,10,11,3,11,5,7,4
88,-200,7,11,4,4,6,10,-200,10,12
89,8,5,-200,5,7,5,-200,8,5,10
90,14,9,6,-200,6,-200,6,-200,-200,7
91,3,14,7,7,5,-200,8,-200,13,7
92,-200,7,6,-200,-200,10,-200,8,12,12
93,7,14,6,8,3,10,7,8,14,7
94,12,6,-200,5,6,11,-200,5,8,3
95,8,8,11,5,-200,6,14,12,11,5
96,10,5,7,9,6,-200,9,11,-200,9
97,-200,-200,8,6,10,-200,8,7,4,-200
98,-200,7,9,-200,4,7,7,-200,7,10
99,11,-200,6,12,-200,5,-200,9,7,10
