,reward
0,7
1,9
2,-200
3,7
4,-200
5,5
6,14
7,9
8,7
9,-200
10,6
11,11
12,5
13,-200
14,-200
15,4
16,-200
17,12
18,-200
19,8
20,6
21,11
22,10
23,-200
24,-200
25,-200
26,14
27,-200
28,6
29,8
30,8
31,8
32,11
33,-200
34,7
35,-200
36,7
37,-200
38,-200
39,10
40,9
41,8
42,-200
43,-200
44,12
45,7
46,12
47,-200
48,5
49,-200
50,7
51,-200
52,-200
53,10
54,-200
55,10
56,-200
57,9
58,7
59,13
60,-200
61,-200
62,5
63,7
64,6
65,5
66,-200
67,4
68,5
69,10
70,7
71,-200
72,8
73,-200
74,8
75,11
76,8
77,7
78,-200
79,-200
80,8
81,-200
82,11
83,8
84,4
85,11
86,8
87,8
88,8
89,-200
90,-200
91,11
92,7
93,5
94,10
95,-200
96,6
97,10
98,-200
99,-200
100,15
101,-200
102,8
103,5
104,8
105,12
106,11
107,12
108,5
109,-200
110,9
111,-200
112,8
113,5
114,-200
115,-200
116,7
117,-200
118,-200
119,-200
120,8
121,10
122,-200
123,12
124,-200
125,9
126,7
127,8
128,7
129,-200
130,7
131,15
132,13
133,7
134,-200
135,-200
136,-200
137,-200
138,-200
139,8
140,8
141,6
142,8
143,-200
144,12
145,9
146,6
147,9
148,-200
149,-200
150,5
151,-200
152,-200
153,10
154,12
155,-200
156,6
157,-200
158,13
159,8
160,-200
161,15
162,12
163,-200
164,9
165,6
166,7
167,13
168,9
169,8
170,-200
171,10
172,12
173,6
174,8
175,3
176,-200
177,-200
178,12
179,-200
180,-200
181,-200
182,11
183,10
184,-200
185,12
186,10
187,-200
188,9
189,-200
190,10
191,6
192,10
193,11
194,-200
195,-200
196,-200
197,-200
198,-200
199,11
200,7
201,-200
202,5
203,7
204,-200
205,6
206,12
207,-200
208,-200
209,6
210,5
211,10
212,8
213,7
214,-200
215,-200
216,7
217,12
218,14
219,10
220,-200
221,-200
222,8
223,8
224,10
225,6
226,12
227,6
228,7
229,8
230,9
231,7
232,11
233,9
234,9
235,7
236,6
237,15
238,7
239,10
240,11
241,-200
242,9
243,7
244,11
245,-200
246,5
247,12
248,9
249,7
250,10
251,11
252,11
253,4
254,7
255,5
256,8
257,8
258,-200
259,-200
260,-200
261,9
262,13
263,11
264,11
265,4
266,12
267,4
268,-200
269,9
270,-200
271,-200
272,10
273,-200
274,8
275,11
276,3
277,10
278,-200
279,5
280,-200
281,-200
282,4
283,7
284,8
285,11
286,6
287,10
288,5
289,4
290,9
291,9
292,12
293,9
294,-200
295,-200
296,11
297,-200
298,9
299,9
300,5
301,11
302,7
303,10
304,-200
305,-200
306,-200
307,-200
308,13
309,-200
310,8
311,-200
312,9
313,4
314,5
315,-200
316,7
317,8
318,-200
319,12
320,8
321,7
322,7
323,7
324,12
325,11
326,-200
327,11
328,-200
329,-200
330,8
331,7
332,10
333,9
334,5
335,-200
336,10
337,10
338,10
339,6
340,-200
341,-200
342,3
343,-200
344,8
345,-200
346,7
347,-200
348,7
349,12
350,-200
351,-200
352,-200
353,11
354,5
355,-200
356,8
357,6
358,12
359,8
360,7
361,9
362,-200
363,-200
364,13
365,-200
366,5
367,12
368,11
369,7
370,10
371,5
372,7
373,7
374,7
375,4
376,7
377,11
378,-200
379,14
380,6
381,12
382,10
383,-200
384,13
385,-200
386,-200
387,11
388,11
389,14
390,10
391,-200
392,-200
393,10
394,-200
395,6
396,10
397,-200
398,13
399,12
400,9
401,-200
402,4
403,5
404,9
405,8
406,-200
407,9
408,-200
409,12
410,6
411,-200
412,8
413,5
414,7
415,7
416,7
417,-200
418,8
419,7
420,10
421,13
422,11
423,6
424,11
425,9
426,-200
427,6
428,-200
429,4
430,-200
431,6
432,8
433,9
434,8
435,7
436,11
437,10
438,10
439,11
440,-200
441,-200
442,11
443,12
444,10
445,-200
446,8
447,8
448,4
449,-200
450,8
451,-200
452,8
453,9
454,10
455,-200
456,10
457,-200
458,10
459,11
460,-200
461,-200
462,7
463,11
464,12
465,13
466,9
467,13
468,13
469,-200
470,10
471,9
472,10
473,10
474,4
475,9
476,8
477,7
478,-200
479,6
480,8
481,7
482,9
483,7
484,12
485,9
486,7
487,6
488,-200
