,reward
0,5
1,7
2,9
3,7
4,5
5,11
6,7
7,9
8,12
9,8
10,11
11,12
12,8
13,10
14,6
15,6
16,11
17,11
18,7
19,8
20,11
21,5
22,6
23,10
24,11
25,10
26,6
27,9
28,11
29,10
30,4
31,9
32,12
33,8
34,8
35,5
36,6
37,7
38,15
39,7
40,9
41,4
42,6
43,11
44,10
45,10
46,11
47,5
48,5
49,12
50,11
51,6
52,10
53,12
54,15
55,11
56,11
57,10
58,14
59,7
60,10
61,7
62,6
63,8
64,12
65,6
66,8
67,8
68,11
69,6
70,10
71,6
72,4
73,8
74,12
75,9
76,14
77,8
78,10
79,8
80,8
81,4
82,9
83,13
84,8
85,5
86,7
87,10
88,5
89,12
90,7
91,5
92,11
93,7
94,8
95,11
96,14
97,8
98,9
99,11
100,7
101,4
102,8
103,8
104,7
105,11
106,15
107,10
108,10
109,9
110,10
111,6
112,5
113,6
114,10
115,7
116,9
117,9
118,4
119,8
120,9
121,8
122,7
123,9
124,9
125,9
126,10
127,9
128,7
129,7
130,10
131,11
132,10
133,9
134,5
135,6
136,7
137,6
138,7
139,5
140,9
141,15
142,6
143,4
144,9
145,9
146,5
147,8
148,11
149,8
150,5
151,10
152,12
153,6
154,5
155,5
156,7
157,11
158,6
159,7
160,5
161,5
162,3
163,8
164,14
165,9
166,6
167,7
168,8
169,6
170,6
171,8
172,6
173,11
174,8
175,7
176,6
177,7
178,8
179,15
180,11
181,9
182,6
183,11
184,6
185,10
186,8
187,8
188,8
189,9
190,10
191,9
192,10
193,5
194,6
195,8
196,9
197,8
198,8
199,7
200,8
201,11
202,7
203,7
204,5
205,4
206,8
207,9
208,5
209,4
210,9
211,11
212,9
213,9
214,11
215,10
216,7
217,8
218,7
219,5
220,7
221,9
222,9
223,7
224,8
225,5
226,7
227,8
228,10
229,7
230,5
231,6
232,14
233,4
234,14
235,4
236,11
237,11
238,9
239,10
240,4
241,12
242,6
243,6
244,13
245,10
246,4
247,10
248,5
249,6
250,5
251,8
252,10
253,10
254,8
255,8
256,7
257,8
258,7
259,8
260,11
261,5
262,11
263,8
264,7
265,11
266,7
267,13
268,5
269,11
270,7
271,9
272,12
273,11
274,7
275,7
276,7
277,8
278,6
279,7
280,7
281,8
282,8
283,8
284,5
285,10
286,11
287,11
288,7
289,10
290,11
291,7
292,9
293,10
294,10
295,6
296,9
297,7
298,8
299,7
300,10
301,7
302,12
303,9
304,11
305,10
306,9
307,7
308,4
309,5
310,9
311,4
312,6
313,11
314,9
315,5
316,8
317,14
318,6
319,3
320,7
321,13
322,10
323,13
324,7
325,8
326,6
327,4
328,4
329,8
330,7
331,8
332,9
333,4
334,7
335,5
336,10
337,10
338,9
339,8
340,5
341,13
342,12
343,14
344,8
345,6
346,4
347,4
348,10
349,10
350,12
351,9
352,8
