,reward
0,12
1,11
2,6
3,7
4,8
5,6
6,6
7,9
8,7
9,6
10,9
11,10
12,8
13,9
14,9
15,7
16,8
17,7
18,11
19,7
20,10
21,12
22,8
23,13
24,8
25,6
26,13
27,5
28,10
29,10
30,6
31,6
32,8
33,5
34,6
35,10
36,4
37,11
38,5
39,5
40,4
41,10
42,7
43,5
44,5
45,8
46,9
47,5
48,4
49,7
50,10
51,7
52,7
53,7
54,6
55,6
56,8
57,11
58,9
59,10
60,13
61,8
62,5
63,6
64,10
65,4
66,5
67,7
68,10
69,9
70,6
71,7
72,8
73,5
74,11
75,7
76,4
77,12
78,10
79,6
80,5
81,12
82,11
83,12
84,11
85,7
86,10
87,7
88,10
89,11
90,13
91,8
92,9
93,10
94,6
95,11
96,9
97,8
98,9
99,7
100,8
101,2
102,5
103,6
104,10
105,11
106,9
107,9
108,11
109,11
110,5
111,5
112,7
113,6
114,11
115,4
116,8
117,4
118,11
119,6
120,6
121,10
122,12
123,13
124,7
125,5
126,9
127,7
128,10
129,11
130,3
131,10
132,6
133,6
134,-200
135,12
136,6
137,12
138,10
139,8
140,10
141,7
142,12
143,10
144,8
145,11
146,13
147,6
148,10
149,7
150,14
151,7
152,8
153,4
154,6
155,10
156,-200
157,11
158,14
159,10
160,-200
161,6
162,5
163,5
164,7
165,7
166,8
167,4
168,10
169,12
170,7
171,6
172,9
173,8
174,7
175,15
176,5
177,6
178,14
179,10
180,9
181,8
182,7
183,7
184,9
185,13
186,4
187,7
188,7
189,5
190,9
191,7
192,8
193,11
194,6
195,9
196,8
197,8
198,-200
199,12
200,6
201,8
202,12
203,7
204,9
205,7
206,9
207,6
208,10
209,4
210,9
211,9
212,6
213,8
214,-200
215,6
216,8
217,7
218,8
219,10
220,6
221,8
222,10
223,6
224,6
225,5
226,7
227,5
228,9
229,11
230,8
231,6
232,7
233,5
234,6
235,13
236,4
237,4
238,12
239,6
240,5
241,8
242,5
243,9
244,10
245,3
246,7
247,8
248,-200
249,8
250,-200
251,-200
252,5
253,10
254,11
255,9
256,10
257,8
258,9
259,11
260,11
261,5
262,9
263,12
264,11
265,14
266,14
267,11
268,6
269,6
270,6
271,5
272,9
273,6
274,3
275,5
276,10
277,5
278,10
279,10
280,7
281,9
282,11
283,8
284,6
285,11
286,10
287,8
288,8
289,10
290,3
291,7
292,12
293,13
294,9
295,14
296,12
297,7
298,10
299,10
300,10
301,4
302,6
303,8
304,10
305,9
306,5
307,11
308,12
309,4
310,9
311,5
312,14
313,7
314,13
315,6
316,7
317,8
318,8
319,9
320,10
321,11
322,7
323,6
324,7
325,7
326,10
327,-200
328,9
329,7
330,8
331,8
332,11
333,10
334,6
335,11
336,7
337,6
338,11
339,9
340,8
341,11
342,7
343,9
344,9
345,3
346,8
347,8
348,14
349,7
350,7
351,7
352,11
353,11
354,6
355,10
356,6
357,7
358,10
359,5
360,6
361,10
362,6
363,5
364,11
365,7
366,3
367,10
368,12
369,6
370,5
371,6
372,11
373,12
374,8
375,10
376,8
377,5
378,9
379,7
380,6
381,10
382,11
383,10
384,7
385,6
386,6
387,5
388,4
389,9
390,10
391,14
392,8
393,7
394,10
395,-200
396,8
397,5
398,10
399,9
400,5
401,10
402,11
403,11
404,7
405,13
406,6
407,10
408,6
409,8
410,7
411,8
412,6
413,14
414,10
415,8
416,7
417,6
418,6
419,4
420,9
421,4
422,7
423,9
424,9
425,8
426,8
427,11
428,7
429,9
430,6
431,6
432,9
433,-200
434,11
435,8
436,7
437,5
438,10
439,8
440,11
441,12
442,11
443,8
444,5
445,5
446,6
447,9
448,12
449,12
450,7
451,8
452,5
453,12
454,10
455,11
456,5
457,7
458,13
459,11
460,6
461,15
462,7
463,-200
464,13
465,9
466,7
467,-200
468,8
469,9
470,10
471,11
472,8
473,7
474,6
475,5
476,8
477,4
478,7
479,9
480,2
481,8
482,8
483,7
484,8
485,9
486,9
487,9
488,7
489,7
490,-200
491,12
492,9
493,4
494,10
495,9
496,7
497,7
498,8
499,9
500,12
501,11
502,10
503,9
504,5
505,5
506,9
507,12
508,5
509,8
510,9
511,4
512,8
513,11
514,9
515,9
516,11
517,5
518,9
519,10
520,5
521,5
522,6
523,7
524,6
525,11
526,10
527,9
528,8
529,11
530,9
531,13
532,5
533,6
534,8
535,9
536,11
537,7
538,5
539,7
540,9
541,11
542,6
543,7
544,5
545,6
546,8
547,8
548,7
549,11
550,9
551,-200
552,11
553,8
554,8
555,8
556,9
557,8
558,6
559,11
560,5
561,14
562,-200
563,7
564,11
565,9
566,14
567,10
568,5
569,11
570,10
571,8
572,12
573,8
574,6
575,6
576,10
577,-200
578,8
579,8
580,7
581,10
582,8
583,7
584,8
585,9
586,5
587,7
588,10
589,7
590,6
591,6
592,5
593,5
594,14
595,7
596,9
597,5
598,13
599,8
600,8
601,8
602,9
603,6
604,10
605,4
606,11
607,8
608,7
609,11
610,3
611,9
612,8
613,10
614,9
615,6
616,8
617,9
618,5
619,10
620,10
621,13
622,6
623,9
624,4
625,6
626,6
627,8
628,5
629,9
630,4
631,5
632,7
633,11
634,5
635,12
636,14
637,7
638,9
639,8
640,10
641,-200
642,4
643,9
644,10
645,6
646,10
647,6
648,6
649,12
650,8
651,-200
652,10
653,6
654,6
655,5
656,8
657,8
658,8
659,11
660,7
661,8
662,9
663,11
664,9
665,8
666,6
667,6
668,6
669,7
670,8
671,10
672,5
673,9
674,8
675,-200
676,12
677,11
678,12
679,10
680,11
681,7
682,7
683,7
684,5
685,11
686,9
687,7
688,8
689,9
690,7
691,9
692,6
693,8
694,7
695,13
696,8
697,9
698,10
699,8
700,10
701,5
702,2
703,9
704,6
705,5
706,8
707,9
708,3
709,6
710,4
711,4
712,4
713,11
714,7
715,10
716,7
717,12
718,7
719,8
720,10
721,11
722,6
723,8
724,8
725,8
726,6
727,12
728,9
729,3
730,12
731,9
732,10
733,7
734,12
735,5
736,8
737,8
738,7
739,11
740,11
741,7
742,5
743,4
744,12
745,10
746,9
747,3
748,5
749,14
750,10
751,7
752,6
753,7
754,6
755,10
756,11
757,11
758,8
759,6
760,9
761,7
762,8
763,8
764,11
765,9
766,7
767,6
768,11
769,9
770,5
771,10
772,9
773,10
774,6
775,7
776,10
777,9
778,8
779,8
780,6
781,7
782,5
783,11
784,-200
785,8
786,7
787,8
788,4
789,6
790,6
791,5
792,8
793,11
794,8
795,11
796,9
797,7
798,7
799,11
800,7
801,7
802,7
803,10
804,10
805,7
806,8
807,12
808,11
809,6
810,7
811,5
812,5
813,3
814,9
815,6
816,10
817,7
818,8
819,4
820,5
821,9
822,-200
823,7
824,4
825,7
826,10
827,13
828,9
829,5
830,10
831,10
832,11
833,14
834,7
835,9
836,8
837,7
838,8
839,7
840,12
841,8
842,13
843,11
844,8
845,9
846,7
847,10
848,9
849,5
850,10
851,11
852,8
853,6
854,-200
855,5
856,7
857,6
858,11
859,10
860,6
861,6
862,7
863,10
864,5
865,8
866,-200
867,6
868,9
869,9
870,4
871,7
872,7
873,8
874,9
875,10
876,9
877,5
878,15
879,4
880,6
881,8
882,10
883,10
884,6
885,10
886,8
887,9
888,8
889,11
890,5
891,11
892,5
893,6
894,6
895,8
896,5
897,9
898,9
899,7
900,-200
901,5
902,8
903,8
904,10
905,12
906,9
907,13
908,2
909,9
910,3
911,8
912,10
913,9
914,12
915,12
916,6
917,10
918,6
919,7
920,9
921,9
922,5
923,6
924,10
925,7
926,11
927,7
928,7
929,8
930,8
931,5
932,6
933,12
934,6
935,-200
936,11
937,6
938,8
939,10
940,14
941,5
942,5
943,7
944,9
945,9
946,8
947,10
948,9
949,9
950,5
951,7
952,6
953,11
954,-200
955,11
956,9
957,8
958,5
959,8
960,8
961,12
962,13
963,7
964,6
965,7
966,9
967,12
968,11
969,8
970,6
971,11
972,7
973,10
974,5
975,10
976,6
977,11
978,6
979,11
980,9
981,9
982,5
983,13
984,9
985,7
986,6
987,6
988,-200
989,9
990,9
991,7
992,7
993,9
994,6
995,11
996,6
997,12
998,8
999,10
