,reward
0,12
1,5
2,11
3,5
4,5
5,7
6,4
7,3
8,3
9,9
10,9
11,3
12,11
13,9
14,3
15,8
16,10
17,12
18,9
19,5
20,10
21,7
22,5
23,12
24,6
25,7
26,11
27,4
28,6
29,13
30,2
31,7
32,4
33,7
34,8
35,4
36,9
37,7
38,9
39,7
40,8
41,8
42,8
43,8
44,6
45,8
46,11
47,5
48,8
49,5
50,10
51,9
52,10
53,7
54,12
55,4
56,3
57,7
58,5
59,6
60,4
61,6
62,13
63,7
64,13
65,10
66,7
67,9
68,2
69,6
70,5
71,9
72,7
73,11
74,5
75,10
76,6
77,9
78,6
79,8
80,5
81,8
82,5
83,8
84,7
85,2
86,5
87,9
88,13
89,3
90,9
91,8
92,8
93,8
94,6
95,10
96,9
97,7
98,6
99,10
100,9
101,7
102,5
103,5
104,9
105,6
106,7
107,8
108,9
109,12
110,9
111,8
112,10
113,9
114,4
115,8
116,4
117,4
118,7
119,9
120,5
121,6
122,3
123,8
124,12
125,6
126,4
127,6
128,8
129,9
130,9
131,7
132,5
133,5
134,2
135,8
136,2
137,9
138,8
139,4
140,7
141,6
142,12
143,8
144,7
145,3
146,8
147,6
148,9
149,2
150,3
151,11
152,7
153,7
154,10
155,6
156,11
157,6
158,9
159,6
160,9
161,5
162,6
163,6
164,9
165,9
166,6
167,6
168,8
169,3
170,9
171,8
172,13
173,8
174,5
175,9
176,9
177,7
178,8
179,4
180,3
181,7
182,7
183,7
184,6
185,8
186,6
187,4
188,4
189,4
190,10
191,7
192,7
193,7
194,9
195,8
196,13
197,5
198,5
199,7
200,4
201,12
202,6
203,9
204,3
205,6
206,13
207,4
208,8
209,3
210,9
211,6
212,6
213,9
214,5
215,5
216,6
217,5
218,6
219,2
220,8
221,7
222,5
223,8
224,5
225,12
226,10
227,5
228,7
229,9
230,9
231,8
232,7
233,6
234,12
235,7
236,7
237,5
238,13
239,12
240,4
241,14
242,4
243,6
244,6
245,11
246,9
247,12
248,4
249,8
250,8
251,11
252,9
253,7
254,3
255,9
256,3
257,13
258,6
259,10
260,7
261,6
262,8
263,12
264,8
265,9
266,9
267,5
268,10
269,3
270,4
271,7
272,3
273,4
274,5
275,10
276,3
277,8
278,7
279,7
280,5
281,7
282,5
283,4
284,14
285,9
286,5
287,8
288,6
289,4
290,7
291,4
292,3
293,6
294,5
295,9
296,8
297,7
298,8
299,9
300,4
301,8
302,2
303,9
304,4
305,8
306,3
307,10
308,12
309,7
310,13
311,10
312,4
313,6
314,11
315,6
316,5
317,8
318,12
319,9
320,3
321,5
322,7
323,5
324,4
325,13
326,7
327,7
328,9
329,7
330,4
331,8
332,5
333,6
334,5
335,7
336,4
337,3
338,8
339,11
340,9
341,2
342,2
343,3
344,8
345,8
346,6
347,9
348,7
349,12
350,4
351,10
352,7
353,4
354,3
355,9
356,9
357,6
358,9
359,4
360,8
361,11
362,8
363,8
364,8
365,6
366,7
367,7
368,6
369,8
370,4
371,9
372,12
373,7
374,8
375,5
376,4
377,9
378,5
379,3
380,10
381,7
382,8
383,6
384,5
385,5
386,7
387,4
388,9
389,6
390,10
391,9
392,8
393,6
394,9
395,9
396,5
397,12
398,11
399,10
400,4
401,9
402,7
403,9
404,5
405,5
406,5
407,8
408,9
409,8
410,11
411,11
412,10
413,4
414,7
415,3
416,4
417,8
418,11
419,5
420,8
421,7
422,11
423,2
424,6
425,5
426,6
427,12
428,7
429,4
430,3
431,11
432,5
433,4
434,10
435,6
436,8
437,6
438,6
439,7
440,5
441,6
442,8
443,7
444,9
445,9
446,5
447,4
448,8
449,9
450,7
451,7
452,5
453,6
454,6
455,13
456,10
457,9
458,10
459,4
460,12
461,13
462,8
463,5
464,8
465,6
466,5
467,11
468,8
469,11
470,8
471,10
472,5
473,9
474,14
475,6
476,10
477,5
478,7
479,3
480,6
481,5
482,9
483,6
484,11
485,5
486,5
487,6
488,4
489,12
490,5
491,7
492,9
493,6
494,11
495,4
496,4
497,8
498,11
499,5
500,7
501,4
502,10
503,7
504,5
505,6
506,9
507,6
508,6
509,9
510,8
511,11
512,6
513,9
514,7
515,5
516,3
517,8
518,6
519,12
520,8
521,11
522,7
523,5
524,10
525,12
526,8
527,9
528,9
529,5
530,6
531,11
532,7
533,10
534,7
535,3
536,15
537,8
538,8
539,9
540,4
541,7
542,4
543,9
544,8
545,4
546,3
547,10
548,8
549,2
550,8
551,5
552,9
553,13
554,10
555,5
556,4
557,5
558,6
559,4
560,8
561,7
562,13
563,7
564,4
565,7
566,4
567,3
568,3
569,4
570,10
571,5
572,4
573,9
574,6
575,4
576,6
577,9
578,11
579,10
580,7
581,8
582,4
583,11
584,5
585,4
586,5
587,8
588,7
589,4
590,3
591,5
592,8
593,7
594,8
595,6
596,6
597,7
598,7
599,8
600,9
601,5
602,9
603,2
604,4
605,3
606,10
607,6
608,9
609,4
610,4
611,9
612,8
613,15
614,11
615,10
616,4
617,8
