,reward
0,8
1,7
2,11
3,6
4,8
5,10
6,6
7,10
8,6
9,6
10,7
11,10
12,8
13,5
14,4
15,4
16,11
17,11
18,10
19,7
20,15
21,4
22,6
23,11
24,10
25,3
26,11
27,11
28,5
29,7
30,9
31,8
32,9
33,9
34,6
35,7
36,11
37,6
38,9
39,8
40,8
41,8
42,13
43,4
44,12
45,3
46,12
47,6
48,10
49,9
50,12
51,10
52,6
53,7
54,4
55,6
56,9
57,11
58,6
59,11
60,10
61,7
62,7
63,6
64,8
65,4
66,10
67,11
68,7
69,12
70,9
71,6
72,5
73,4
74,12
75,9
76,6
77,5
78,6
79,5
80,12
81,5
82,5
83,7
84,9
85,8
86,8
87,8
88,11
89,11
90,7
91,7
92,3
93,4
94,6
95,7
96,15
97,6
98,4
99,11
100,5
101,7
102,9
103,8
104,10
105,9
106,7
107,10
108,9
109,7
110,5
111,8
112,10
113,2
114,7
115,6
116,10
117,5
118,6
119,10
120,8
121,8
122,8
123,11
124,11
125,11
126,10
127,11
128,6
129,4
130,7
131,4
132,14
133,12
134,9
135,7
136,9
137,8
138,8
139,6
140,9
141,13
142,9
143,9
144,7
145,4
146,13
147,13
148,10
149,11
150,3
151,8
152,11
153,8
154,4
155,9
156,10
157,5
158,8
159,9
160,4
161,8
162,7
163,8
164,7
165,10
166,10
167,3
168,4
169,9
170,12
171,7
172,6
173,8
174,6
175,7
176,8
177,10
178,8
179,6
180,5
181,7
182,5
183,3
184,8
185,5
186,11
187,5
188,3
189,6
190,9
191,5
192,9
193,4
194,10
195,14
196,7
197,12
198,9
199,9
200,8
201,7
202,6
203,5
204,10
205,7
206,6
207,4
208,5
209,3
210,10
211,3
212,8
213,10
214,7
215,9
216,8
217,6
218,7
219,8
220,8
221,11
222,11
223,5
224,5
225,6
226,6
227,9
228,8
229,8
230,5
231,7
232,6
233,12
234,9
235,8
236,7
237,7
238,6
239,11
240,13
241,2
242,9
243,7
244,9
245,7
246,8
247,8
248,8
249,10
250,15
251,6
252,11
253,9
254,6
255,13
256,5
257,14
258,6
259,10
260,7
261,7
262,11
263,8
264,5
265,10
266,7
267,9
268,4
269,10
270,5
271,11
272,14
273,3
274,12
275,7
276,7
277,7
278,5
279,10
280,11
281,7
282,10
283,10
284,7
285,8
286,4
287,10
288,7
289,14
290,14
291,6
292,11
293,4
294,8
295,10
296,8
297,6
298,4
299,7
300,7
301,9
302,10
303,4
304,6
305,7
306,5
307,6
308,7
309,7
310,9
311,7
312,9
313,11
314,11
315,5
316,6
317,10
318,9
319,5
320,3
321,7
322,8
323,5
324,9
325,8
326,10
327,10
328,9
329,5
330,10
331,7
332,8
333,5
334,4
335,8
336,7
337,13
338,9
339,10
340,6
341,6
342,5
343,9
344,8
345,12
346,7
347,10
348,11
349,6
350,10
351,7
352,8
353,8
354,15
355,5
356,11
357,4
358,8
359,10
360,14
361,7
362,11
363,4
364,7
365,6
366,9
367,5
368,8
369,8
370,7
371,4
372,11
373,7
374,10
375,6
376,8
377,7
378,9
379,4
380,8
381,9
382,7
383,12
384,6
385,7
386,10
387,6
388,10
389,4
390,7
391,7
392,12
393,9
394,9
395,8
396,5
397,7
398,7
399,4
400,9
401,7
402,9
403,8
404,7
405,8
406,12
407,9
408,7
409,5
410,6
411,10
412,8
413,5
414,10
415,10
416,3
417,9
418,9
419,8
420,5
421,9
422,9
423,7
424,8
425,3
426,7
427,10
428,5
429,11
430,6
431,10
432,8
433,4
434,8
435,6
436,6
437,9
438,8
439,7
440,9
441,12
442,5
443,6
444,9
445,4
446,5
447,10
448,5
449,5
450,7
451,12
452,9
453,8
454,6
455,12
456,9
457,4
458,5
459,11
460,8
461,10
462,10
463,10
464,10
465,6
466,7
467,5
468,8
469,6
470,10
471,5
472,10
473,5
474,7
475,10
476,11
477,9
478,9
479,3
480,8
481,2
482,8
483,4
484,10
485,9
486,9
487,10
488,6
489,9
490,7
491,8
492,7
493,12
494,10
495,6
496,11
497,9
498,13
499,4
500,5
501,10
502,10
503,9
504,3
505,12
506,8
507,7
508,7
509,6
510,11
511,10
512,9
513,14
514,6
515,8
516,9
517,9
518,5
519,9
520,8
521,8
522,10
523,7
524,10
525,10
526,6
527,10
528,5
529,12
530,5
531,8
532,4
533,14
534,11
535,4
536,10
537,7
538,9
539,9
540,6
541,14
542,4
543,12
544,10
545,11
546,6
547,9
548,8
549,6
550,6
551,4
552,8
553,5
554,5
555,7
556,4
557,9
558,5
559,6
560,8
561,8
562,8
563,5
564,9
565,9
566,8
567,4
568,10
569,9
570,8
571,10
572,8
573,8
574,10
575,6
576,11
577,4
578,3
579,9
580,10
581,8
582,8
583,7
584,4
585,9
586,8
587,11
588,7
589,7
590,14
591,10
592,12
593,3
594,2
595,4
596,7
597,7
598,4
599,6
600,3
601,10
602,7
603,11
604,8
605,5
606,8
607,13
608,10
609,7
610,10
611,8
612,13
613,11
614,8
615,11
616,7
617,5
618,8
619,7
620,11
621,5
622,5
623,11
624,13
625,5
626,11
627,8
628,8
629,7
630,7
631,9
632,9
633,7
634,6
635,8
636,9
637,5
638,11
639,12
640,3
641,12
642,7
643,10
644,9
645,9
646,13
647,10
648,6
649,9
650,8
651,12
652,6
653,3
654,7
655,5
656,8
657,8
658,7
659,6
660,5
661,6
662,9
663,9
664,9
665,11
666,7
667,5
668,8
669,8
670,9
671,7
672,6
673,6
674,9
675,7
676,11
677,9
678,8
679,10
680,4
681,7
682,10
683,10
684,9
685,7
686,8
687,9
688,3
689,6
690,7
691,8
692,15
693,8
694,8
695,5
696,11
697,11
698,6
699,7
700,5
701,14
702,7
703,10
704,10
705,10
706,9
707,8
708,3
709,10
710,12
711,5
712,12
713,6
714,10
715,8
716,9
717,6
718,4
719,8
720,10
