,reward
0,4
1,6
2,7
3,13
4,9
5,6
6,5
7,10
8,7
9,8
10,10
11,5
12,4
13,6
14,6
15,3
16,6
17,8
18,10
19,13
20,5
21,7
22,8
23,8
24,10
25,8
26,6
27,11
28,4
29,11
30,10
31,3
32,10
33,14
34,4
35,7
36,8
37,7
38,7
39,10
40,9
41,7
42,6
43,10
44,5
45,7
46,9
47,7
48,12
49,11
50,10
51,12
52,11
53,9
54,11
55,11
56,5
57,9
58,9
59,5
60,6
61,3
62,9
63,12
64,4
65,9
66,8
67,5
68,7
69,6
70,10
71,5
72,10
73,8
74,5
75,6
76,9
77,12
78,6
79,11
80,9
81,7
82,8
83,4
84,7
85,10
86,11
87,4
88,6
89,6
90,10
91,13
92,8
93,7
94,10
95,6
96,11
97,9
98,7
99,7
100,11
101,4
102,10
103,4
104,4
105,4
106,9
107,11
108,7
109,11
110,13
111,14
112,7
113,5
114,9
115,6
116,7
117,6
118,10
119,5
120,10
121,12
122,8
123,10
124,8
125,10
126,3
127,5
128,9
129,9
130,10
131,10
132,9
133,7
134,7
135,11
136,7
137,7
138,6
139,7
140,10
141,7
142,9
143,7
144,7
145,3
146,5
147,3
148,9
149,13
150,7
151,8
152,5
153,7
154,5
155,9
156,11
157,6
158,8
159,9
160,10
161,10
162,6
163,7
164,7
165,3
166,9
167,8
168,8
169,3
170,4
171,10
172,12
173,5
174,3
175,13
176,6
177,6
178,8
179,6
180,8
181,13
182,7
183,10
184,6
185,10
186,8
187,9
188,12
189,12
190,6
191,7
192,4
193,9
194,10
195,8
196,11
197,6
198,12
199,12
200,8
201,13
202,8
203,12
204,5
205,10
206,7
207,11
208,5
209,10
210,6
211,9
212,4
213,4
214,10
215,5
216,6
217,7
218,7
219,7
220,4
221,9
222,7
223,6
224,4
225,8
226,10
227,9
228,11
229,9
230,7
231,7
232,8
233,6
234,8
235,7
236,9
237,14
238,10
239,8
240,4
241,7
242,5
243,10
244,11
245,9
246,11
247,6
248,7
249,10
250,10
251,10
252,8
253,8
254,11
255,10
256,10
257,8
