,reward
0,10
1,-200
2,4
3,-200
4,9
5,-200
6,-200
7,5
8,14
9,-200
10,14
11,-200
12,5
13,6
14,5
15,5
16,11
17,7
18,8
19,-200
20,10
21,4
22,-200
23,13
24,7
25,12
26,6
27,-200
28,11
29,6
30,5
31,7
32,9
33,8
34,-200
35,11
36,-200
37,7
38,8
39,-200
40,4
41,10
42,7
43,9
44,-200
45,14
46,7
47,14
48,-200
49,9
50,10
51,-200
52,10
53,13
54,9
55,7
56,9
57,9
58,5
59,-200
60,13
61,-200
62,10
63,9
64,11
65,8
66,8
67,8
68,9
69,-200
70,9
71,-200
72,6
73,10
74,7
75,8
76,-200
77,5
78,-200
79,7
80,10
81,8
82,9
83,7
84,11
85,8
86,8
87,8
88,5
89,9
90,7
91,9
92,8
93,8
94,-200
95,6
96,6
97,14
98,10
99,6
100,5
101,4
102,12
103,7
104,-200
105,9
106,10
107,12
108,7
109,9
110,7
111,9
112,7
113,13
114,-200
115,-200
116,12
117,10
118,8
119,6
120,6
121,9
122,-200
123,8
124,7
125,-200
126,9
127,14
128,4
129,5
130,10
131,6
132,8
133,10
134,5
135,9
136,6
137,7
138,9
139,13
140,10
141,7
142,-200
143,-200
144,9
145,10
146,8
147,11
148,12
149,10
150,-200
151,9
152,-200
153,-200
154,6
155,9
156,11
157,6
158,7
159,-200
160,-200
161,8
162,9
163,6
164,9
165,10
166,5
167,5
168,10
169,-200
170,10
171,9
172,4
173,-200
174,11
175,-200
176,8
177,7
178,5
179,-200
180,-200
181,15
182,13
183,11
184,-200
185,7
186,8
187,7
188,6
189,7
190,-200
191,10
192,6
193,12
194,-200
195,4
196,-200
197,10
198,6
199,5
200,5
201,14
202,10
203,6
204,-200
205,12
206,9
207,-200
208,-200
209,-200
210,8
211,13
212,-200
213,-200
214,5
215,6
216,8
217,-200
218,-200
219,9
220,7
221,-200
222,10
223,9
224,-200
225,9
226,9
227,8
228,11
229,14
230,10
231,9
232,9
233,3
234,6
235,12
236,9
237,14
238,11
239,13
240,7
241,7
242,9
243,-200
244,10
245,6
246,-200
247,-200
248,10
249,5
250,-200
251,-200
252,6
253,-200
254,10
255,3
256,10
257,6
258,10
259,7
260,-200
261,5
262,-200
263,-200
264,11
265,-200
266,3
267,8
268,9
269,-200
270,14
271,-200
272,-200
273,8
274,-200
275,9
276,8
277,-200
278,-200
279,-200
280,-200
281,11
282,12
283,-200
284,15
285,-200
286,-200
287,13
288,10
289,5
290,-200
291,6
292,10
293,11
294,10
295,-200
296,9
297,-200
298,9
299,9
300,-200
301,8
302,5
303,-200
304,-200
305,8
306,12
307,7
308,13
309,10
310,6
311,9
312,10
313,5
314,9
315,-200
316,4
317,6
318,5
319,14
320,11
321,9
322,6
323,-200
324,11
325,-200
326,6
327,9
328,7
329,5
330,11
331,-200
332,8
333,5
334,-200
335,-200
336,8
337,5
338,8
339,7
340,-200
341,-200
342,9
343,5
344,7
345,7
346,5
347,-200
348,6
349,-200
350,10
351,13
352,-200
353,7
354,-200
355,8
356,7
357,6
358,10
359,-200
360,-200
361,-200
362,4
363,6
364,-200
365,9
366,-200
367,8
368,4
369,4
370,12
371,10
372,-200
373,-200
374,-200
375,9
376,10
377,11
378,7
379,-200
380,8
381,-200
382,11
383,-200
384,4
385,10
386,8
387,5
388,9
389,-200
390,-200
391,13
392,10
393,9
394,10
395,13
396,9
397,7
398,6
399,9
400,9
401,-200
402,9
403,11
404,9
405,9
406,-200
407,10
408,9
409,14
410,-200
411,8
412,7
413,14
414,10
415,-200
416,8
417,9
418,9
419,13
420,8
421,9
422,-200
423,15
424,-200
425,-200
426,-200
427,14
428,-200
429,8
430,4
431,5
432,3
433,8
434,5
435,8
436,-200
437,-200
438,14
439,10
440,14
441,4
442,-200
443,-200
444,7
445,-200
446,8
447,-200
448,12
449,6
450,-200
451,10
452,6
453,9
454,8
455,-200
456,10
457,11
458,-200
459,-200
460,8
461,8
462,13
463,12
464,5
465,11
466,6
467,5
468,10
469,12
470,6
471,-200
472,10
473,15
474,7
475,4
476,8
477,7
478,-200
479,7
480,13
481,5
482,10
483,8
484,12
485,-200
486,6
487,11
488,8
489,6
490,8
491,7
492,4
493,6
494,9
495,11
496,-200
497,10
498,12
499,6
500,9
501,10
502,10
503,-200
504,4
505,-200
506,-200
507,7
508,12
509,6
510,8
511,13
512,8
513,-200
514,13
515,9
516,-200
517,-200
518,7
519,9
520,7
521,-200
522,11
523,9
524,10
525,4
526,-200
527,-200
528,8
529,-200
530,-200
531,5
532,14
533,7
534,9
535,-200
536,10
537,6
538,4
539,-200
540,9
541,-200
542,8
543,9
544,12
545,-200
546,11
547,-200
548,9
549,5
550,-200
551,6
552,13
553,10
554,7
555,5
556,14
557,8
558,9
559,6
560,6
561,8
562,6
563,9
564,7
565,-200
566,6
567,7
568,12
569,-200
570,-200
571,10
572,7
573,-200
574,10
575,-200
576,11
577,-200
578,7
579,10
580,13
581,10
582,-200
583,8
584,10
585,-200
586,14
587,11
588,8
589,13
590,6
591,11
592,3
593,10
594,9
595,9
596,3
597,6
598,9
599,9
600,6
601,-200
602,11
603,9
604,9
605,8
606,10
607,-200
608,13
609,9
610,11
611,-200
612,9
613,8
614,7
615,-200
616,7
617,13
618,9
619,11
620,11
621,-200
622,14
623,8
624,10
625,8
626,-200
627,5
628,8
629,5
630,10
631,5
632,7
633,-200
634,11
635,9
636,14
637,12
638,10
639,-200
640,6
641,7
642,7
643,10
644,9
645,3
646,5
647,9
648,8
649,8
650,9
651,12
652,11
653,9
654,13
655,5
656,10
657,-200
658,8
659,-200
660,13
661,7
662,10
663,10
664,11
665,7
666,-200
667,-200
668,9
669,8
670,14
671,9
672,13
673,-200
674,9
675,-200
676,11
677,8
678,4
679,11
680,10
681,13
682,-200
683,9
684,9
685,-200
686,6
687,10
688,-200
689,11
690,5
691,10
692,6
693,8
694,9
695,7
696,10
697,6
698,4
699,12
700,7
701,-200
702,13
703,10
704,6
705,10
706,10
707,9
708,5
709,8
710,6
711,13
712,11
713,8
714,9
715,9
716,11
717,-200
718,10
719,6
720,-200
721,8
722,5
723,5
724,5
725,-200
726,11
727,7
728,3
729,8
730,-200
731,11
732,10
733,7
734,9
735,9
736,15
737,-200
738,8
739,4
740,9
741,7
742,8
743,7
744,7
745,5
746,10
747,6
748,12
749,8
750,8
751,-200
752,6
753,3
754,10
755,9
756,-200
757,10
758,5
759,3
760,-200
761,13
762,-200
763,12
764,10
765,-200
766,-200
767,4
768,10
769,8
770,9
771,6
772,6
773,-200
774,10
775,10
776,10
777,6
778,9
779,8
780,8
781,-200
782,7
783,7
784,10
785,-200
786,-200
787,9
788,13
789,6
790,11
791,7
792,-200
793,9
794,9
795,-200
796,5
797,7
798,9
799,9
800,5
801,10
802,7
803,12
804,5
805,-200
806,11
807,12
808,11
809,-200
810,8
811,-200
812,-200
813,-200
814,8
815,5
816,8
817,10
818,4
819,6
820,6
821,4
822,10
823,-200
824,6
825,7
826,-200
827,10
828,-200
829,11
830,5
831,8
832,7
833,14
834,13
835,-200
836,-200
837,11
838,-200
839,6
840,5
841,11
842,7
843,6
844,10
845,5
846,7
847,8
848,-200
849,-200
850,9
851,7
852,5
853,-200
854,-200
855,-200
856,4
857,8
858,15
859,7
860,8
861,6
862,11
863,8
864,8
865,8
866,-200
867,9
868,8
869,-200
870,8
871,-200
872,3
873,10
874,7
875,-200
876,9
877,13
878,-200
879,7
880,6
881,-200
882,-200
883,9
884,5
885,-200
886,-200
887,13
888,10
889,-200
890,14
891,8
892,9
893,8
894,-200
895,-200
896,12
897,10
898,9
899,7
900,11
901,6
902,6
903,-200
904,9
905,-200
906,4
907,9
908,5
909,10
910,10
911,10
912,9
913,8
914,11
915,10
916,7
917,8
918,11
919,6
920,10
921,9
922,14
923,8
924,9
925,9
926,8
927,10
928,9
929,9
930,-200
931,9
932,5
933,9
934,9
935,11
936,-200
937,10
938,9
939,9
940,8
941,4
942,9
943,7
944,-200
945,10
946,7
947,-200
948,-200
949,7
950,13
951,7
952,7
953,10
954,11
955,13
956,11
957,-200
958,7
959,8
960,12
961,-200
962,7
963,10
964,10
965,6
966,-200
967,6
968,-200
969,10
970,14
971,7
972,11
973,-200
974,7
975,-200
976,-200
977,10
978,10
979,8
980,-200
981,-200
982,-200
983,8
984,7
985,9
986,-200
987,-200
988,14
989,8
990,5
991,-200
992,7
993,13
994,12
995,8
996,-200
997,-200
998,-200
999,4
