,name,min,max,mean,std
2,Mean crossover σ=0.5,900.2068251959768,919.4307226653358,901.4259210857268,4.261248612843863
0,No crossover σ=2.0,900.8405102764638,986.5871812748804,906.0757181260944,18.956902056860077
1,Uniform crossover σ=3.5,901.9291240631908,908.8935832879396,905.1267347035966,1.7118501345523651
4,Roulette selection σ=2.5,902.2371597015476,906.8900218840256,904.1737156428577,1.3366721699457769
3,Non elite selection σ=2.5,904.6263557130368,914.9429651923856,908.9482216864174,2.8447323012102443
