,name,min,max,mean,std
1,(µ=100)+(λ=700),900.0,1018.1723220231578,912.0505165774126,19.160697627925966
2,Classic evolution,901.0786982223444,903.1792123647924,902.1119145846798,0.4490384232615085
0,gradient descent(backtrack) β=2.5,1359.7549549805656,10256.477982315657,4249.907850077549,1612.696986648661
