,name,min,max,mean,std
0,RME s=1e-4,100.98588321688509,91022.18757807722,10153.986443230306,16451.9375534556
1,RME s=0.5,1022719.5155917396,6367870.712251154,3381120.230021338,1043109.3680520958
2,TUE s=0.5,1210662.3847963098,6730123.873890485,3506108.473249663,1111034.0725869576
4,TNN s=0.5,3228191.9836191623,58029198.947352685,14843644.156099532,7237176.326912737
3,TUE s=1e-4,4244190205.1393313,84159258225.66837,33028770498.95824,17749988225.122906
