,name,min,max,mean,std
1,UPB,100.00173926810976,12811.783164897794,2943.882379276109,3078.558057018324
2,gradient descent(backtrack) β=2.5,100.1742638883254,22864.32372002862,3552.6601310630213,4816.572111931418
0,RME s=1e-4,100.98588321688509,91022.18757807722,10153.986443230306,16451.9375534556
