"","p1_depth","p2_depth","result","time","0","1","2","3","4","5","6","7","8","9"
0,1,1,"x",0.0005936559999999425,"         ","    x    ","o   x    ","o x x    ","o x x   o","o x x x o","","","",""
1,1,1,"o",0.0006081630000001059,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o x x o x","o xox o x","","",""
2,1,1,"o",0.0005839119999999642,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
3,1,1,"x",0.000670769000000071,"         ","    x    ","    x   o","    x x o","o   x x o","o x x x o","","","",""
4,1,1,"x",0.0006405780000000583,"         ","    x    ","  o x    ","x o x    ","x o x o  ","x o x o x","","","",""
5,1,1,"x",0.0005368390000000112,"         ","    x    ","  o x    ","x o x    ","x o x o  ","x o x o x","","","",""
6,1,1,"o",0.0005864259999999177,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o x x o x","o xox o x","","",""
7,1,1,"o",0.0005773740000001304,"         ","    x    ","    x o  ","  x x o  ","  x x o o","x x x o o","x x x ooo","","",""
8,1,1,"x",0.0005117599999999722,"         ","    x    ","  o x    ","x o x    ","x o x o  ","x o x o x","","","",""
9,1,1,"o",0.0005598589999999959,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
10,1,1,"x",0.0005765759999998288,"         ","    x    ","    x o  ","    x o x","  o x o x","x o x o x","","","",""
11,1,1,"o",0.0005785709999999167,"         ","    x    ","o   x    ","o   x   x","o   x o x","o x x o x","o xox o x","","",""
12,1,1,"o",0.0006578360000000227,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
13,1,1,"x",0.0005566710000000086,"         ","    x    ","    x   o","  x x   o","o x x   o","o x x x o","","","",""
14,1,1,"o",0.0005820149999999913,"         ","    x    ","    x o  ","  x x o  ","  x x o o","x x x o o","x x x ooo","","",""
15,1,2,"o",0.001624260000000044,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
16,1,2,"o",0.001605837999999915,"         ","    x    ","    x   o","x   x   o","x   x o o","x x x o o","x x x ooo","","",""
17,1,2,"o",0.0015540579999999693,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","o o x x x","ooo x x x","","",""
18,1,2,"o",0.0016460570000000896,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o x x o x","o xox o x","","",""
19,1,2,"o",0.0015872780000001363,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
20,1,2,"o",0.0015328079999998856,"         ","    x    ","    x   o","x   x   o","x o x   o","x o x x o","x o xox o","","",""
21,1,2,"o",0.0015130969999999078,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
22,1,2,"o",0.0015324960000000498,"         ","    x    ","  o x    ","  o x   x","o o x   x","o o x x x","ooo x x x","","",""
23,1,2,"o",0.0016619310000001164,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o x x o","x o xox o","","",""
24,1,2,"o",0.001593783999999987,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o x x o x","o xox o x","","",""
25,1,2,"o",0.0015349719999999678,"         ","    x    ","    x   o","x   x   o","x o x   o","x o x x o","x o xox o","","",""
26,1,2,"o",0.0015528810000000615,"         ","    x    ","    x   o","x   x   o","x o x   o","x o x x o","x o xox o","","",""
27,1,2,"o",0.0014622849999998966,"         ","    x    ","o   x    ","o   x   x","o   x o x","o x x o x","o xox o x","","",""
28,1,2,"o",0.0015597730000000976,"         ","    x    ","    x   o","x   x   o","x   x o o","x x x o o","x x x ooo","","",""
29,1,2,"o",0.001474532999999889,"         ","    x    ","    x   o","x   x   o","x o x   o","x o x x o","x o xox o","","",""
30,1,3,"o",0.006130115000000158,"         ","    x    ","    x   o","  x x   o","  x x o o","x x x o o","x x x ooo","","",""
31,1,3,"o",0.006439091999999924,"         ","    x    ","o   x    ","o   x   x","o o x   x","o o x x x","ooo x x x","","",""
32,1,3,"o",0.006403318000000047,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o x x o","x o xox o","","",""
33,1,3,"o",0.006318867000000061,"         ","    x    ","  o x    ","  o x x  ","  o x x o","x o x x o","x o xox o","","",""
34,1,3,"o",0.006046228000000209,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","o o x x x","ooo x x x","","",""
35,1,3,"o",0.006150512000000052,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
36,1,3,"o",0.006123896999999934,"         ","    x    ","    x   o","  x x   o","  x x o o","x x x o o","x x x ooo","","",""
37,1,3,"o",0.006391341999999911,"         ","    x    ","  o x    ","  o x x  ","  o x x o","x o x x o","x o xox o","","",""
38,1,3,"o",0.006140312999999953,"         ","    x    ","    x o  ","  x x o  ","  x x o o","x x x o o","x x x ooo","","",""
39,1,3,"o",0.006317235000000032,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o x x o x","o xox o x","","",""
40,1,3,"o",0.006363022999999801,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","o o x x x","ooo x x x","","",""
41,1,3,"o",0.006134198999999896,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","o o x x x","ooo x x x","","",""
42,1,3,"o",0.006159272999999965,"         ","    x    ","  o x    ","  o x   x","o o x   x","o o x x x","ooo x x x","","",""
43,1,3,"o",0.006937784999999863,"         ","    x    ","o   x    ","o   x   x","o o x   x","o o x x x","ooo x x x","","",""
44,1,3,"o",0.005966230999999933,"         ","    x    ","    x   o","  x x   o","  x x o o","x x x o o","x x x ooo","","",""
45,1,4,"o",0.02626575099999995,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o x x o x","o xox o x","","",""
46,1,4,"o",0.02510875200000018,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o x x o x","o xox o x","","",""
47,1,4,"o",0.025116018000000073,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
48,1,4,"o",0.0254060519999999,"         ","    x    ","o   x    ","o   x   x","o   x o x","o x x o x","o xox o x","","",""
49,1,4,"o",0.024486367999999814,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
50,1,4,"o",0.024264864000000053,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
51,1,4,"o",0.024654551000000025,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o x x o","x o xox o","","",""
52,1,4,"o",0.024905761000000082,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","o o x x x","ooo x x x","","",""
53,1,4,"o",0.024270354999999855,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","o o x x x","ooo x x x","","",""
54,1,4,"o",0.024378766000000107,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
55,1,4,"o",0.02446169000000009,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
56,1,4,"o",0.024662573999999937,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
57,1,4,"o",0.024546544000000114,"         ","    x    ","    x   o","  x x   o","  x x o o","x x x o o","x x x ooo","","",""
58,1,4,"o",0.024288201999999925,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o x x o","x o xox o","","",""
59,1,4,"o",0.024593317999999975,"         ","    x    ","    x   o","  x x   o","  x x o o","x x x o o","x x x ooo","","",""
60,1,5,"o",0.08531867000000015,"         ","    x    ","    x   o","x   x   o","x o x   o","x o x x o","x o xox o","","",""
61,1,5,"o",0.08337418999999979,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
62,1,5,"o",0.08316169300000009,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
63,1,5,"o",0.08425550900000012,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o x x o x","o xox o x","","",""
64,1,5,"o",0.08417847999999983,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
65,1,5,"o",0.08555483100000005,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","o o x x x","ooo x x x","","",""
66,1,5,"o",0.08386742300000005,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o x x o","x o xox o","","",""
67,1,5,"o",0.08698941900000001,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
68,1,5,"o",0.08445970600000008,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o x x o x","o xox o x","","",""
69,1,5,"o",0.08599961100000009,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o x x o x","o xox o x","","",""
70,1,5,"o",0.08702953600000018,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
71,1,5,"o",0.08676987899999977,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o x x o x","o xox o x","","",""
72,1,5,"o",0.0855153529999999,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o x x o x","o xox o x","","",""
73,1,5,"o",0.08474856100000006,"         ","    x    ","o   x    ","o   x   x","o o x   x","o o x x x","ooo x x x","","",""
74,1,5,"o",0.08336316300000002,"         ","    x    ","    x   o","  x x   o","  x x o o","x x x o o","x x x ooo","","",""
75,1,6,"o",0.21880939500000007,"         ","    x    ","  o x    ","  o x x  ","  o x x o","x o x x o","x o xox o","","",""
76,1,6,"o",0.2184660039999997,"         ","    x    ","    x   o","  x x   o","  x x o o","x x x o o","x x x ooo","","",""
77,1,6,"o",0.2201430799999997,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
78,1,6,"o",0.21809514100000005,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o x x o","x o xox o","","",""
79,1,6,"o",0.21934255200000052,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
80,1,6,"o",0.21835567399999967,"         ","    x    ","o   x    ","o   x   x","o   x o x","o x x o x","o xox o x","","",""
81,1,6,"o",0.2171978680000004,"         ","    x    ","  o x    ","  o x x  ","  o x x o","x o x x o","x o xox o","","",""
82,1,6,"o",0.217876682,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o x x o x","o xox o x","","",""
83,1,6,"o",0.21566978500000022,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
84,1,6,"o",0.22064910500000057,"         ","    x    ","    x   o","x   x   o","x o x   o","x o x x o","x o xox o","","",""
85,1,6,"o",0.2187956410000007,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","o o x x x","ooo x x x","","",""
86,1,6,"o",0.2182633599999999,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
87,1,6,"o",0.22820107899999975,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o x x o x","o xox o x","","",""
88,1,6,"o",0.22487805699999974,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","o o x x x","ooo x x x","","",""
89,1,6,"o",0.2293863190000005,"         ","    x    ","o   x    ","o   x   x","o   x o x","o x x o x","o xox o x","","",""
90,1,7,"o",0.37222290700000027,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o x x o x","o xox o x","","",""
91,1,7,"o",0.3726598189999999,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","o o x x x","ooo x x x","","",""
92,1,7,"o",0.38068121700000024,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
93,1,7,"o",0.3685501179999999,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
94,1,7,"o",0.37306035800000004,"         ","    x    ","    x   o","x   x   o","x o x   o","x o x x o","x o xox o","","",""
95,1,7,"o",0.3705108500000005,"         ","    x    ","  o x    ","  o x x  ","  o x x o","x o x x o","x o xox o","","",""
96,1,7,"o",0.38988320099999996,"         ","    x    ","    x   o","  x x   o","  x x o o","x x x o o","x x x ooo","","",""
97,1,7,"o",0.37196813000000084,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
98,1,7,"o",0.37102192099999876,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o x x o x","o xox o x","","",""
99,1,7,"o",0.37227475899999973,"         ","    x    ","    x o  ","  x x o  ","  x x o o","x x x o o","x x x ooo","","",""
100,1,7,"o",0.3706903379999993,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
101,1,7,"o",0.3709911110000004,"         ","    x    ","o   x    ","o   x   x","o   x o x","o x x o x","o xox o x","","",""
102,1,7,"o",0.3692913220000005,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
103,1,7,"o",0.3686324629999991,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
104,1,7,"o",0.37078745300000016,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
105,1,8,"o",0.45472965799999976,"         ","    x    ","    x   o","x   x   o","x o x   o","x o x x o","x o xox o","","",""
106,1,8,"o",0.4467354530000005,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","o o x x x","ooo x x x","","",""
107,1,8,"o",0.44829750199999907,"         ","    x    ","o   x    ","o   x   x","o   x o x","o x x o x","o xox o x","","",""
108,1,8,"o",0.44753134099999947,"         ","    x    ","o   x    ","o   x   x","o   x o x","o x x o x","o xox o x","","",""
109,1,8,"o",0.44716626800000014,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o x x o x","o xox o x","","",""
110,1,8,"o",0.44529396799999965,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o x x o","x o xox o","","",""
111,1,8,"o",0.4517850750000001,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
112,1,8,"o",0.451009805,"         ","    x    ","o   x    ","o   x   x","o o x   x","o o x x x","ooo x x x","","",""
113,1,8,"o",0.4502522070000001,"         ","    x    ","    x   o","x   x   o","x o x   o","x o x x o","x o xox o","","",""
114,1,8,"o",0.4517251299999998,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","o o x x x","ooo x x x","","",""
115,1,8,"o",0.44828579200000007,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
116,1,8,"o",0.45009431600000127,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","o o x x x","ooo x x x","","",""
117,1,8,"o",0.4590527400000006,"         ","    x    ","  o x    ","  o x x  ","  o x x o","x o x x o","x o xox o","","",""
118,1,8,"o",0.46064866200000054,"         ","    x    ","  o x    ","  o x   x","o o x   x","o o x x x","ooo x x x","","",""
119,1,8,"o",0.4544024140000005,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
120,1,9,"o",0.45510123700000094,"         ","    x    ","o   x    ","o   x   x","o   x o x","o x x o x","o xox o x","","",""
121,1,9,"o",0.4524916250000004,"         ","    x    ","  o x    ","  o x x  ","  o x x o","x o x x o","x o xox o","","",""
122,1,9,"o",0.45337591800000254,"         ","    x    ","o   x    ","o   x   x","o o x   x","o o x x x","ooo x x x","","",""
123,1,9,"o",0.45360974300000123,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","o o x x x","ooo x x x","","",""
124,1,9,"o",0.4567910739999981,"         ","    x    ","    x   o","  x x   o","  x x o o","x x x o o","x x x ooo","","",""
125,1,9,"o",0.4608248719999999,"         ","    x    ","o   x    ","o   x   x","o   x o x","o x x o x","o xox o x","","",""
126,1,9,"o",0.4553744170000016,"         ","    x    ","    x   o","    x x o","  o x x o","x o x x o","x o xox o","","",""
127,1,9,"o",0.45655573699999863,"         ","    x    ","    x   o","x   x   o","x   x o o","x x x o o","x x x ooo","","",""
128,1,9,"o",0.45491483800000054,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o x x o x","o xox o x","","",""
129,1,9,"o",0.45363470799999916,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
130,1,9,"o",0.45568008300000074,"         ","    x    ","    x o  ","    x o x","o   x o x","o x x o x","o xox o x","","",""
131,1,9,"o",0.4526161610000017,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x x x o o","x x x ooo","","",""
132,1,9,"o",0.44862161200000017,"         ","    x    ","    x o  ","  x x o  ","  x x o o","x x x o o","x x x ooo","","",""
133,1,9,"o",0.4561559389999985,"         ","    x    ","o   x    ","o   x   x","o o x   x","o o x x x","ooo x x x","","",""
134,1,9,"o",0.4535294130000018,"         ","    x    ","    x   o","  x x   o","  x x o o","x x x o o","x x x ooo","","",""
135,2,1,"x",0.0019427889999974468,"         ","    x    ","  o x    ","  o x   x","  o x o x","x o x o x","","","",""
136,2,1,"x",0.0017769090000001597,"         ","    x    ","o   x    ","o   x x  ","o   x x o","o x x x o","","","",""
137,2,1,"x",0.0019177389999995853,"         ","    x    ","    x   o","x   x   o","x o x   o","x o xx  o","x o xxo o","x oxxxo o","",""
138,2,1,"x",0.00193312699999737,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo","o x x oxo","oxx x oxo","",""
139,2,1,"x",0.0017525250000005599,"         ","    x    ","o   x    ","o x x    ","o x x   o","o x x x o","","","",""
140,2,1,"x",0.0018880949999982022,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","x o x oxo","xxo x oxo","",""
141,2,1,"x",0.001920012999999443,"         ","    x    ","o   x    ","o   x   x","o o x   x","oxo x   x","oxo x o x","oxo x oxx","",""
142,2,1,"x",0.0019148280000003126,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o xx  o","x o xxo o","x oxxxo o","",""
143,2,1,"x",0.001750180000001933,"         ","    x    ","o   x    ","o   x x  ","o   x x o","o x x x o","","","",""
144,2,1,"x",0.001939494000001929,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o xxx o  ","o xxx o o","o xxxxo o","",""
145,2,1,"x",0.0019194560000030947,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo","o x x oxo","oxx x oxo","",""
146,2,1,"x",0.0019242599999991228,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o xxx o  ","o xxx o o","o xxxxo o","",""
147,2,1,"x",0.0019055690000016057,"         ","    x    ","  o x    ","  o x x  ","  o x x o","  o xxx o","o o xxx o","o oxxxx o","",""
148,2,1,"x",0.0019232319999993308,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o xxx o  ","o xxx o o","o xxxxo o","",""
149,2,1,"x",0.0017712539999976684,"         ","    x    ","    x   o","    x x o","o   x x o","o x x x o","","","",""
150,2,2,"draw",0.003031691000000336,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xoxox oxo","xoxoxxoxo"
151,2,2,"draw",0.003057455999996961,"         ","    x    ","    x   o","    x x o","  o x x o","  o xxx o","  ooxxx o","x ooxxx o","xoooxxx o","xoooxxxxo"
152,2,2,"draw",0.0030235420000011004,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo","xox x oxo","xox xooxo","xoxxxooxo"
153,2,2,"draw",0.003048314000000829,"         ","    x    ","    x   o","    x x o","  o x x o","  o xxx o","  ooxxx o","x ooxxx o","xoooxxx o","xoooxxxxo"
154,2,2,"draw",0.003016985000002137,"         ","    x    ","    x   o","x   x   o","x o x   o","x o xx  o","x ooxx  o","x ooxxx o","xoooxxx o","xoooxxxxo"
155,2,2,"draw",0.0030662809999988383,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xox xooxo","xoxxxooxo"
156,2,2,"draw",0.0030982739999991793,"         ","    x    ","  o x    ","  o x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxoox xox","oxooxxxox"
157,2,2,"draw",0.0030882169999983944,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","oxo x x  ","oxo x xo ","oxo x xox","oxoox xox","oxooxxxox"
158,2,2,"draw",0.003009683999998458,"         ","    x    ","    x   o","    x x o","  o x x o","  o xxx o","  ooxxx o","x ooxxx o","x ooxxxoo","xxooxxxoo"
159,2,2,"draw",0.0030410950000003822,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo","xox x oxo","xoxox oxo","xoxoxxoxo"
160,2,2,"draw",0.0030335900000011407,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo","xox x oxo","xox xooxo","xoxxxooxo"
161,2,2,"draw",0.003006750000000835,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","oxo x x  ","oxo x xo ","oxo x xox","oxoox xox","oxooxxxox"
162,2,2,"draw",0.002992270000000019,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xox xooxo","xoxxxooxo"
163,2,2,"draw",0.0031761260000031655,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo","xox x oxo","xox xooxo","xoxxxooxo"
164,2,2,"draw",0.003021803000002876,"         ","    x    ","o   x    ","o   x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxo xoxox","oxoxxoxox"
165,2,3,"draw",0.007469408000002176,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xoxox oxo","xoxoxxoxo"
166,2,3,"draw",0.00753716499999868,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xox xooxo","xoxxxooxo"
167,2,3,"draw",0.007544174000003068,"         ","    x    ","  o x    ","  o x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxo xoxox","oxoxxoxox"
168,2,3,"draw",0.007500066000002192,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","oxo x x  ","oxo x xo ","oxo x xox","oxo xoxox","oxoxxoxox"
169,2,3,"draw",0.00748386999999795,"         ","    x    ","o   x    ","o x x    ","o x x o  ","o xxx o  ","o xxxoo  ","o xxxoo x","ooxxxoo x","ooxxxooxx"
170,2,3,"draw",0.007482184000000558,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xox xooxo","xoxxxooxo"
171,2,3,"draw",0.007560377999997314,"         ","    x    ","  o x    ","  o x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxo xoxox","oxoxxoxox"
172,2,3,"draw",0.007457512999998528,"         ","    x    ","    x o  ","    x o x","o   x o x","o  xx o x","o  xxoo x","o xxxoo x","o xxxooox","oxxxxooox"
173,2,3,"draw",0.007669001000000009,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo","xox x oxo","xoxox oxo","xoxoxxoxo"
174,2,3,"draw",0.007549716000003315,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","oxo x x  ","oxo x xo ","oxo x xox","oxoox xox","oxooxxxox"
175,2,3,"draw",0.007524324999998555,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o xx  o","x ooxx  o","x ooxxx o","xoooxxx o","xoooxxxxo"
176,2,3,"draw",0.007511183000001864,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o xx  o","x ooxx  o","x ooxxx o","xoooxxx o","xoooxxxxo"
177,2,3,"draw",0.0077268010000004494,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","oxo x x  ","oxo x xo ","oxo x xox","oxo xoxox","oxoxxoxox"
178,2,3,"draw",0.007461029999998203,"         ","    x    ","o   x    ","o   x x  ","o o x x  ","oxo x x  ","oxo x xo ","oxo x xox","oxo xoxox","oxoxxoxox"
179,2,3,"draw",0.007735415000002632,"         ","    x    ","  o x    ","  o x x  ","  o x x o","  o xxx o","  ooxxx o","x ooxxx o","x ooxxxoo","xxooxxxoo"
180,2,4,"draw",0.02660417499999923,"         ","    x    ","    x   o","    x x o","  o x x o","  o xxx o","  ooxxx o","x ooxxx o","xoooxxx o","xoooxxxxo"
181,2,4,"draw",0.027061417999998838,"         ","    x    ","  o x    ","  o x x  ","  o x x o","  o xxx o","  ooxxx o","x ooxxx o","xoooxxx o","xoooxxxxo"
182,2,4,"draw",0.026738728000001544,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o xxx o  ","o xxxoo  ","o xxxoo x","ooxxxoo x","ooxxxooxx"
183,2,4,"draw",0.02580460600000123,"         ","    x    ","  o x    ","  o x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxo xoxox","oxoxxoxox"
184,2,4,"draw",0.026049494999998757,"         ","    x    ","    x o  ","    x o x","o   x o x","o  xx o x","o  xxoo x","o xxxoo x","o xxxooox","oxxxxooox"
185,2,4,"draw",0.026837259000000557,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","oxo x x  ","oxo x xo ","oxo x xox","oxoox xox","oxooxxxox"
186,2,4,"draw",0.026009691000002277,"         ","    x    ","  o x    ","  o x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxoox xox","oxooxxxox"
187,2,4,"draw",0.025873865999997747,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xox xooxo","xoxxxooxo"
188,2,4,"draw",0.026804690000002296,"         ","    x    ","  o x    ","  o x x  ","o o x x  ","oxo x x  ","oxo x xo ","oxo x xox","oxo xoxox","oxoxxoxox"
189,2,4,"draw",0.026595700000001443,"         ","    x    ","  o x    ","  o x x  ","  o x x o","  o xxx o","  ooxxx o","x ooxxx o","x ooxxxoo","xxooxxxoo"
190,2,4,"draw",0.02597885700000191,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xox xooxo","xoxxxooxo"
191,2,4,"draw",0.02595673399999754,"         ","    x    ","  o x    ","x o x    ","x o x   o","x o xx  o","x ooxx  o","x ooxxx o","x ooxxxoo","xxooxxxoo"
192,2,4,"draw",0.02622455799999912,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo","xox x oxo","xoxox oxo","xoxoxxoxo"
193,2,4,"draw",0.02581580900000091,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xox xooxo","xoxxxooxo"
194,2,4,"draw",0.025801684999997576,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xoxox oxo","xoxoxxoxo"
195,2,5,"draw",0.08565056100000135,"         ","    x    ","    x   o","  x x   o","  x x o o","  x x oxo"," ox x oxo","xox x oxo","xox xooxo","xoxxxooxo"
196,2,5,"draw",0.086488911,"         ","    x    ","    x o  ","x   x o  ","x   x o o","x   x oxo","xo  x oxo","xox x oxo","xox xooxo","xoxxxooxo"
197,2,5,"draw",0.0868669990000015,"         ","    x    ","    x o  ","  x x o  ","o x x o  ","o xxx o  ","o xxxoo  ","o xxxoo x","ooxxxoo x","ooxxxooxx"
198,2,5,"draw",0.08536269099999672,"         ","    x    ","    x o  ","    x o x","o   x o x","o  xx o x","o  xxoo x","o xxxoo x","o xxxooox","oxxxxooox"
199,2,5,"draw",0.08661208899999906,"         ","    x    ","o   x    ","o   x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxoox xox","oxooxxxox"
200,2,5,"draw",0.08536935699999759,"         ","    x    ","  o x    ","  o x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxoox xox","oxooxxxox"
201,2,5,"draw",0.08691565500000209,"         ","    x    ","o   x    ","o   x   x","o o x   x","oxo x   x","oxo x  ox","oxo x xox","oxoox xox","oxooxxxox"
202,2,5,"draw",0.08516487500000025,"         ","    x    ","    x o  ","    x o x","o   x o x","o  xx o x","o  xxoo x","o xxxoo x","o xxxooox","oxxxxooox"
