,reward
0,-200
1,9
2,-200
3,-200
4,-200
5,6
6,-200
7,13
8,-200
9,-200
10,-200
11,9
12,-200
13,-200
14,8
15,-200
16,11
17,8
18,-200
19,9
20,8
21,-200
22,-200
23,-200
24,8
25,13
26,-200
27,-200
28,9
29,-200
30,-200
31,-200
32,8
33,-200
34,-200
35,10
36,-200
37,-200
38,-200
39,10
40,-200
41,7
42,-200
43,8
44,9
45,-200
46,9
47,13
48,-200
49,-200
50,-200
51,-200
52,11
53,-200
54,10
55,-200
56,11
57,13
58,-200
59,-200
60,12
61,-200
62,-200
63,8
64,-200
65,-200
66,-200
67,10
68,-200
69,9
70,7
71,8
72,-200
73,10
74,-200
75,8
76,-200
77,-200
78,-200
79,-200
80,12
81,-200
82,-200
83,-200
84,9
85,-200
86,11
87,-200
88,13
89,-200
90,9
91,11
92,-200
93,10
94,11
95,10
96,-200
97,7
98,8
99,10
100,-200
101,-200
102,-200
103,-200
104,-200
105,-200
106,8
107,-200
108,10
109,-200
110,7
111,-200
112,8
113,10
114,14
115,-200
116,-200
117,-200
118,-200
119,-200
120,-200
121,-200
122,-200
123,-200
124,-200
125,-200
126,-200
127,11
128,-200
129,-200
130,9
131,-200
132,10
133,-200
134,9
135,-200
136,-200
137,-200
138,-200
139,-200
140,-200
141,-200
142,14
143,-200
144,-200
145,-200
146,-200
147,10
148,-200
149,10
150,-200
151,-200
152,12
153,-200
154,-200
155,-200
156,9
157,-200
158,13
159,-200
160,-200
161,-200
162,-200
163,-200
164,12
165,-200
166,10
167,-200
168,-200
169,-200
170,14
171,11
172,-200
173,-200
174,-200
175,-200
176,-200
177,-200
178,-200
179,-200
180,9
181,11
182,-200
183,14
184,-200
185,-200
186,8
187,-200
188,-200
189,-200
190,-200
191,8
192,14
193,-200
194,11
195,11
196,-200
197,10
198,-200
199,-200
200,13
201,12
202,14
203,9
204,-200
205,11
206,-200
207,-200
208,-200
209,-200
210,-200
211,-200
212,-200
213,-200
214,-200
215,-200
216,7
217,12
218,-200
219,8
220,-200
221,-200
222,12
223,10
224,9
225,-200
226,10
227,-200
228,7
229,9
230,11
231,-200
232,-200
233,13
234,-200
235,9
236,7
237,-200
238,-200
239,-200
240,-200
241,-200
242,-200
243,-200
244,-200
245,9
246,-200
247,-200
248,-200
249,9
250,-200
251,-200
252,-200
253,-200
254,-200
255,-200
256,12
257,-200
258,-200
259,11
260,-200
261,-200
262,9
263,13
264,8
265,9
266,8
267,-200
268,-200
269,8
270,8
271,-200
272,-200
273,-200
274,7
275,-200
276,-200
277,-200
278,-200
279,-200
280,-200
281,-200
282,-200
283,-200
284,-200
285,-200
286,8
287,-200
288,-200
289,12
290,-200
291,-200
292,8
293,9
294,-200
295,-200
296,-200
297,-200
298,-200
299,-200
300,7
301,10
302,-200
303,-200
304,-200
305,-200
306,-200
307,-200
308,-200
309,-200
310,-200
311,-200
312,9
313,8
314,-200
315,-200
316,15
317,7
318,7
319,10
320,-200
321,8
322,-200
323,-200
324,-200
325,9
326,9
327,-200
328,-200
329,11
330,-200
331,-200
332,11
333,-200
334,-200
335,-200
336,-200
337,8
338,10
339,8
340,-200
341,-200
342,-200
343,9
344,8
345,-200
346,-200
347,11
348,8
349,-200
350,7
351,-200
352,14
353,9
354,-200
355,9
356,8
357,12
358,-200
359,10
360,13
361,-200
362,-200
363,-200
364,-200
365,-200
366,11
367,-200
368,-200
369,12
370,-200
371,10
372,-200
373,-200
374,-200
375,10
376,-200
377,12
378,-200
379,-200
380,-200
381,-200
382,-200
383,-200
384,-200
385,-200
386,-200
387,-200
388,-200
389,8
390,13
391,-200
392,-200
393,9
394,-200
395,-200
396,-200
397,-200
398,11
399,10
400,-200
401,11
402,10
403,-200
404,8
405,14
406,-200
407,8
408,-200
409,-200
410,-200
411,-200
412,-200
413,-200
414,-200
415,-200
416,7
417,-200
418,11
419,-200
420,9
421,9
422,-200
423,10
424,9
425,-200
426,-200
427,10
428,11
429,10
430,11
431,11
432,15
433,8
434,10
435,8
436,-200
437,9
438,14
439,-200
440,-200
441,-200
442,13
443,10
444,-200
445,-200
446,-200
447,-200
448,7
449,-200
450,-200
451,-200
452,-200
453,-200
454,-200
455,10
456,8
457,9
458,-200
459,-200
460,10
461,11
462,-200
463,-200
464,-200
465,-200
466,9
467,-200
468,8
469,-200
470,-200
471,-200
472,-200
473,11
474,-200
475,13
476,8
477,11
478,-200
479,-200
480,-200
481,11
482,10
483,8
484,-200
485,-200
486,-200
487,-200
488,-200
489,9
490,7
491,-200
492,-200
493,-200
494,-200
495,10
496,9
497,10
498,10
499,-200
500,11
501,-200
502,-200
503,-200
504,-200
505,-200
506,15
507,-200
508,-200
509,-200
510,-200
511,-200
512,-200
513,-200
514,-200
515,-200
516,-200
517,-200
518,-200
519,7
520,-200
521,-200
522,-200
523,-200
524,-200
525,-200
526,9
527,-200
528,-200
529,-200
530,10
531,15
532,8
533,-200
534,12
535,-200
536,10
537,11
538,-200
539,-200
540,-200
541,-200
542,-200
543,-200
544,10
545,-200
546,9
547,10
548,14
549,-200
550,9
551,-200
552,-200
553,-200
554,-200
555,-200
556,-200
557,-200
558,9
559,-200
560,-200
561,-200
562,-200
563,-200
564,10
565,-200
566,-200
567,-200
568,-200
569,13
570,9
571,-200
572,-200
573,-200
574,-200
575,-200
576,6
577,-200
578,-200
579,-200
580,10
581,-200
582,-200
583,-200
584,8
585,9
586,-200
587,-200
588,8
589,8
590,8
591,8
592,10
593,-200
594,-200
595,-200
596,9
597,-200
598,7
599,-200
600,-200
601,-200
602,14
603,-200
604,-200
605,-200
606,-200
607,-200
608,-200
609,-200
610,-200
611,-200
612,-200
613,-200
614,-200
615,12
616,-200
617,9
618,8
619,11
620,-200
621,-200
622,-200
623,8
624,9
625,7
