,reward
0,-200
1,-200
2,8
3,7
4,9
5,11
6,14
7,8
8,9
9,6
10,10
11,-200
12,11
13,12
14,-200
15,7
16,5
17,6
18,11
19,9
20,8
21,10
22,6
23,7
24,10
25,4
26,11
27,13
28,-200
29,9
30,11
31,11
32,11
33,5
34,-200
35,6
36,10
37,9
38,11
39,11
40,12
41,10
42,10
43,6
44,9
45,6
46,-200
47,10
48,6
49,13
50,4
51,10
52,9
53,13
54,12
55,11
56,14
57,8
58,7
59,7
60,5
61,-200
62,8
63,9
64,6
65,7
66,5
67,11
68,9
69,11
70,-200
71,10
72,6
73,10
74,14
75,5
76,12
77,-200
78,9
79,-200
80,12
81,7
82,8
83,-200
84,10
85,6
86,-200
87,7
88,11
89,9
90,-200
91,4
92,-200
93,8
94,10
95,15
96,6
97,14
98,12
99,6
100,7
101,8
102,10
103,9
104,3
105,4
106,11
107,7
108,8
109,10
110,-200
111,9
112,-200
113,6
114,8
115,12
116,8
117,7
118,13
119,6
120,7
121,10
122,7
123,10
124,14
125,-200
126,8
127,10
128,8
129,8
130,10
131,9
132,10
133,8
134,9
135,6
136,11
137,9
138,10
139,9
140,8
141,14
142,7
143,-200
144,-200
145,5
146,6
147,8
148,12
149,6
150,10
151,10
152,-200
153,11
154,7
155,7
156,9
157,6
158,5
159,12
160,8
161,6
162,10
163,8
164,-200
165,7
166,11
167,9
168,6
169,-200
170,13
171,7
172,15
173,9
174,-200
175,5
176,5
177,11
178,7
179,7
180,10
181,-200
182,6
183,-200
184,10
185,4
186,6
187,5
188,10
189,-200
190,4
191,7
192,6
193,8
194,7
195,4
196,13
197,10
198,8
199,6
200,9
201,-200
202,-200
203,7
204,8
205,7
206,12
207,9
208,-200
209,10
210,12
211,10
212,-200
213,-200
214,11
215,9
216,8
217,12
218,8
219,-200
220,10
221,12
222,6
223,7
224,11
225,9
226,-200
227,15
228,6
229,-200
230,8
231,8
232,9
233,9
234,7
235,12
236,10
237,-200
238,9
239,-200
240,10
241,7
242,5
243,3
244,7
245,-200
246,12
247,9
248,-200
249,5
250,5
251,7
252,11
253,6
254,-200
255,7
256,11
257,10
258,6
259,12
260,9
261,8
262,10
263,9
264,6
265,5
266,9
267,6
268,7
269,8
270,8
271,10
272,9
273,8
274,6
275,9
276,-200
277,9
278,7
279,9
280,11
281,8
282,12
283,3
284,-200
285,11
286,10
287,8
288,11
289,11
290,12
291,7
292,-200
293,8
294,8
295,4
296,9
297,4
298,3
299,-200
300,8
301,-200
302,-200
303,12
304,-200
305,-200
306,10
307,-200
308,6
309,10
310,3
311,7
312,10
313,-200
314,8
315,13
316,6
317,10
318,5
319,6
320,8
321,9
322,9
323,12
324,6
325,8
326,12
327,11
328,-200
329,8
330,10
331,9
332,-200
333,6
334,6
335,8
336,5
337,8
338,12
339,5
340,-200
341,4
342,7
343,7
344,6
345,8
346,5
347,13
348,10
349,3
350,10
351,10
352,4
353,12
354,10
355,11
356,-200
357,8
358,8
359,10
360,8
361,4
362,8
363,11
364,9
365,10
366,6
367,8
368,14
369,8
370,6
371,7
372,10
373,9
374,9
375,11
376,5
377,7
378,6
379,10
380,6
381,10
382,7
383,11
384,11
385,8
386,8
387,6
388,11
389,10
390,7
391,-200
392,5
393,7
394,10
395,8
396,11
397,-200
398,-200
399,6
400,11
401,8
402,10
403,7
404,-200
405,10
406,8
407,7
408,-200
409,-200
410,-200
411,-200
412,12
413,7
414,12
415,5
416,9
417,13
418,7
419,-200
420,5
421,-200
422,8
423,5
424,12
425,9
426,9
427,11
428,7
429,9
430,8
431,-200
432,9
433,14
434,10
435,7
436,6
437,11
438,11
439,6
440,7
441,5
442,-200
443,-200
444,-200
445,-200
446,11
447,-200
448,5
449,14
450,10
451,11
452,-200
453,4
454,4
455,13
456,8
457,8
458,11
