,0,1,2,3,4,5,6,7,8,9
0,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
2,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
5,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
6,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
8,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
9,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
10,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
11,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
12,-200,-200,-200,-200,-200,-200,7,-200,-200,-200
13,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
14,-200,-200,-200,-200,-200,-200,-200,12,-200,-200
15,-200,11,13,-200,-200,-200,-200,-200,14,-200
16,-200,-200,-200,-200,-200,10,10,6,-200,-200
17,14,-200,9,10,-200,10,-200,11,-200,-200
18,9,-200,9,-200,8,-200,12,7,11,-200
19,-200,11,-200,8,12,-200,-200,-200,-200,-200
20,8,7,11,9,-200,13,11,7,11,-200
21,6,5,9,8,9,-200,-200,9,10,9
22,7,7,9,-200,9,6,12,9,-200,-200
23,7,8,9,-200,7,8,5,6,9,4
24,11,6,5,11,5,9,8,11,10,10
25,9,9,4,5,-200,7,13,9,3,10
26,10,6,8,10,5,-200,5,11,13,10
27,10,13,8,9,8,11,-200,7,4,5
28,9,9,6,3,11,11,6,8,5,6
29,10,9,7,10,10,4,8,4,8,6
30,7,15,7,10,8,-200,4,8,4,6
31,7,8,13,4,7,7,10,5,11,5
32,6,5,7,11,11,7,10,8,4,5
33,7,8,11,10,7,5,9,11,13,10
34,9,7,9,5,11,9,9,9,9,13
35,8,10,11,11,8,10,8,11,4,6
36,9,5,8,6,8,4,9,10,13,7
37,7,6,4,8,6,5,5,4,8,8
38,11,7,11,4,8,8,7,9,9,7
39,4,9,10,10,7,5,5,8,10,10
40,9,11,10,10,8,11,6,9,6,8
41,11,14,10,9,3,9,7,7,6,7
42,8,5,9,4,12,10,9,10,4,12
43,10,9,4,10,7,8,9,9,5,9
44,7,9,10,6,9,6,7,8,11,5
45,5,6,9,4,6,6,8,6,10,10
46,11,7,5,3,9,8,9,7,10,5
47,7,11,9,6,9,9,10,11,12,8
48,9,9,11,5,7,7,6,11,5,6
49,10,9,10,3,6,6,9,5,9,10
50,9,10,8,5,5,11,4,6,7,6
51,12,3,5,8,8,8,5,8,7,8
52,11,4,8,7,10,11,7,4,6,13
53,7,3,9,9,7,7,8,5,8,5
54,9,6,5,14,5,11,6,8,13,7
55,9,9,9,7,8,9,6,3,7,7
56,10,5,8,13,5,5,7,5,7,6
57,6,11,14,9,6,14,7,6,6,6
58,7,14,4,8,11,7,4,5,8,5
59,7,7,6,9,8,7,8,8,11,8
60,7,10,11,5,9,7,6,8,4,8
61,7,15,8,4,5,12,9,10,8,9
62,7,6,6,7,6,9,8,7,12,6
63,13,5,11,7,12,10,12,9,9,14
64,10,6,7,5,6,7,8,11,9,8
65,4,10,12,9,9,8,4,9,7,11
66,8,9,8,10,11,8,5,11,8,9
67,6,11,7,15,10,14,6,8,12,7
68,10,10,5,9,9,5,6,6,4,9
69,7,7,8,6,8,10,11,9,4,12
70,10,9,6,4,8,9,7,8,7,9
71,7,9,8,11,8,7,8,8,9,10
72,8,9,6,12,5,10,7,8,11,10
73,8,13,5,10,5,6,9,15,4,6
74,9,8,5,4,9,5,7,10,7,11
75,13,14,6,6,12,7,7,11,8,9
76,13,4,8,6,6,9,3,9,8,9
77,6,12,7,7,8,5,5,8,7,13
78,5,6,7,11,4,8,10,14,6,8
79,6,12,12,7,8,11,13,7,7,3
80,4,10,10,8,4,4,8,12,8,13
81,7,6,10,11,13,9,6,8,8,6
82,7,12,10,8,7,12,5,6,9,10
83,9,7,13,13,8,9,6,8,12,9
84,4,10,7,11,8,4,7,11,11,5
85,9,8,6,6,5,14,7,8,4,5
86,5,12,9,6,10,4,9,10,5,6
87,9,8,7,7,8,8,5,9,14,10
88,6,9,8,11,10,13,9,11,5,12
89,11,3,9,10,6,4,7,8,10,8
90,6,10,7,10,13,9,8,5,11,11
91,15,8,8,7,14,12,10,6,11,3
92,7,7,10,6,8,9,12,14,7,9
93,3,7,7,9,5,7,7,11,4,2
94,9,5,12,15,6,10,5,7,8,8
95,6,7,9,10,12,8,6,6,14,6
96,5,7,3,8,6,3,8,10,5,13
97,8,10,7,6,5,9,9,5,10,9
98,9,7,4,11,9,6,10,10,12,7
99,9,4,11,7,7,9,7,8,9,5
