,reward
0,-200
1,8
2,-200
3,-200
4,-200
5,-200
6,-200
7,-200
8,-200
9,-200
10,-200
11,-200
12,-200
13,10
14,-200
15,-200
16,10
17,-200
18,-200
19,-200
20,12
21,-200
22,-200
23,-200
24,9
25,-200
26,-200
27,10
28,9
29,3
30,9
31,-200
32,-200
33,-200
34,-200
35,8
36,-200
37,-200
38,10
39,-200
40,6
41,-200
42,12
43,-200
44,-200
45,-200
46,-200
47,-200
48,-200
49,8
50,8
51,-200
52,-200
53,-200
54,-200
55,-200
56,-200
57,-200
58,11
59,-200
60,6
61,7
62,8
63,-200
64,-200
65,-200
66,-200
67,-200
68,7
69,-200
70,8
71,-200
72,-200
73,8
74,-200
75,14
76,-200
77,-200
78,12
79,5
80,-200
81,-200
82,-200
83,3
84,-200
85,5
86,-200
87,8
88,-200
89,6
90,-200
91,-200
92,14
93,-200
94,-200
95,9
96,-200
97,-200
98,-200
99,9
100,-200
101,-200
102,-200
103,-200
104,-200
105,-200
106,-200
107,8
108,-200
109,-200
110,11
111,9
112,-200
113,9
114,-200
115,10
116,4
117,-200
118,5
119,-200
120,11
121,-200
122,-200
123,-200
124,-200
125,-200
126,-200
127,-200
128,-200
129,-200
130,11
131,-200
132,-200
133,-200
134,-200
135,-200
136,-200
137,-200
138,-200
139,-200
140,-200
141,-200
142,-200
143,-200
144,14
145,-200
146,-200
147,11
148,-200
149,-200
150,-200
151,-200
152,7
153,-200
154,-200
155,10
156,-200
157,11
158,-200
159,5
160,-200
161,-200
162,-200
163,-200
164,7
165,-200
166,13
167,-200
168,-200
169,8
170,-200
171,10
172,9
173,10
174,-200
175,14
176,3
177,7
178,-200
179,10
180,5
181,-200
182,-200
183,7
184,-200
185,12
186,-200
187,-200
188,-200
189,-200
190,-200
191,-200
192,-200
193,10
194,-200
195,12
196,-200
197,-200
198,12
199,-200
200,-200
201,-200
202,-200
203,-200
204,-200
205,9
206,6
207,9
208,-200
209,-200
210,-200
211,-200
212,-200
213,-200
214,-200
215,-200
216,-200
217,6
218,9
219,-200
220,-200
221,7
222,-200
223,10
224,10
225,8
226,-200
227,7
228,-200
229,-200
230,9
231,10
232,-200
233,5
234,-200
235,7
236,-200
237,-200
238,-200
239,-200
240,11
241,6
242,-200
243,-200
244,-200
245,-200
246,-200
247,-200
248,4
249,6
250,13
251,6
252,-200
253,-200
254,-200
255,-200
256,7
257,8
258,-200
259,-200
260,-200
261,-200
262,-200
263,-200
264,-200
265,9
266,-200
267,-200
268,-200
269,-200
270,-200
271,-200
272,-200
273,5
274,-200
275,9
276,8
277,-200
278,-200
279,5
280,-200
281,-200
282,6
283,-200
284,-200
285,-200
286,-200
287,8
288,-200
289,-200
290,-200
291,-200
292,-200
293,-200
294,11
295,11
296,-200
297,3
298,-200
299,-200
300,-200
301,-200
302,-200
303,-200
304,-200
305,10
306,-200
307,6
308,-200
309,-200
310,12
311,9
312,-200
313,9
314,-200
315,-200
316,-200
317,-200
318,-200
319,11
320,11
321,5
322,-200
323,-200
324,-200
325,-200
326,-200
327,-200
328,-200
329,6
330,-200
331,-200
332,-200
333,-200
334,9
335,-200
336,7
337,-200
338,10
339,-200
340,9
341,-200
342,-200
343,-200
344,-200
345,-200
346,-200
347,11
348,-200
349,-200
350,-200
351,10
352,-200
353,-200
354,7
355,9
356,-200
357,-200
358,-200
359,-200
360,-200
361,-200
362,8
363,-200
364,-200
365,-200
366,-200
367,-200
368,8
369,-200
370,-200
371,-200
372,-200
373,11
374,10
375,-200
376,-200
377,-200
378,-200
379,8
380,-200
381,-200
382,-200
383,11
384,12
385,-200
386,8
387,6
388,11
389,-200
390,-200
391,-200
392,-200
393,-200
394,-200
395,-200
396,9
397,-200
398,8
399,4
400,-200
401,-200
402,-200
403,-200
404,-200
405,5
406,-200
407,-200
408,7
409,6
410,-200
411,-200
412,-200
413,-200
414,-200
415,9
416,8
417,-200
418,-200
419,-200
420,-200
421,-200
422,-200
423,-200
424,-200
425,-200
426,9
427,-200
428,-200
429,-200
430,-200
431,10
432,-200
433,-200
434,-200
435,-200
436,-200
437,-200
438,-200
439,-200
440,-200
441,-200
442,-200
443,-200
444,-200
445,-200
446,-200
447,9
448,4
449,-200
450,-200
451,9
452,-200
453,11
454,13
455,-200
456,8
457,-200
458,-200
459,-200
460,12
461,-200
462,-200
463,12
464,-200
465,12
466,-200
467,6
468,-200
469,-200
470,10
471,5
472,7
473,-200
474,-200
475,-200
476,7
477,-200
478,15
479,-200
480,-200
481,-200
482,-200
483,9
484,-200
485,-200
486,10
487,-200
488,11
489,10
490,7
491,-200
492,-200
493,-200
494,3
495,9
496,-200
497,-200
498,10
499,-200
500,-200
501,-200
502,-200
503,-200
504,-200
505,-200
506,13
507,-200
508,-200
509,10
510,7
511,8
512,-200
513,-200
514,-200
515,4
516,5
517,-200
518,5
519,8
520,-200
521,9
522,-200
523,-200
524,-200
525,15
526,-200
527,10
528,-200
529,-200
530,-200
531,10
532,7
533,10
534,-200
535,-200
536,-200
537,-200
538,-200
539,-200
540,-200
541,-200
542,10
543,11
544,-200
545,-200
546,8
547,11
548,-200
549,-200
550,-200
551,-200
552,11
553,3
554,-200
555,-200
556,-200
557,-200
558,-200
559,-200
560,10
561,-200
562,5
563,-200
564,9
565,9
566,11
567,-200
568,-200
569,10
570,6
571,-200
572,10
573,13
574,-200
575,9
576,-200
577,-200
578,-200
579,-200
580,-200
581,11
582,-200
583,-200
584,14
585,-200
586,-200
587,-200
588,-200
589,-200
590,8
591,10
592,8
593,-200
594,5
595,-200
596,-200
597,10
598,-200
599,-200
600,-200
601,9
602,-200
603,-200
604,-200
605,12
606,-200
607,6
608,-200
609,-200
610,-200
611,-200
612,-200
613,9
614,-200
615,-200
616,-200
617,12
618,-200
619,-200
620,7
621,9
622,9
623,10
624,-200
625,-200
626,-200
627,-200
628,7
629,7
630,-200
631,-200
632,7
633,-200
634,9
635,-200
636,-200
637,7
638,8
639,-200
640,-200
641,-200
642,9
643,-200
644,7
645,-200
646,-200
647,-200
648,-200
649,-200
650,-200
651,-200
652,-200
653,-200
654,-200
655,8
656,-200
657,9
658,-200
659,9
660,6
661,-200
662,8
663,4
664,11
665,-200
666,-200
667,7
668,-200
669,-200
670,-200
671,5
672,-200
673,4
674,-200
675,-200
676,-200
677,5
678,-200
679,3
680,8
681,-200
682,12
683,7
684,-200
685,3
686,9
687,14
688,5
689,-200
690,8
691,-200
692,9
693,6
694,-200
695,-200
696,-200
697,-200
698,-200
699,9
700,-200
701,-200
702,9
703,-200
704,10
705,-200
706,-200
707,-200
708,-200
709,14
710,-200
711,-200
712,11
713,-200
714,5
715,-200
716,-200
717,-200
718,-200
719,10
720,-200
721,-200
722,-200
723,9
724,7
725,8
726,-200
727,-200
728,3
729,-200
730,-200
731,-200
732,-200
733,-200
734,9
735,-200
736,3
737,-200
738,9
739,7
740,-200
741,-200
742,-200
743,-200
744,9
745,-200
746,-200
747,-200
748,8
749,-200
750,-200
751,3
752,-200
753,13
754,-200
755,-200
756,-200
757,-200
758,-200
759,8
760,10
761,9
762,-200
763,-200
764,-200
765,13
766,-200
767,-200
768,-200
769,-200
770,8
771,10
772,7
773,-200
774,-200
775,7
776,-200
777,-200
778,-200
779,4
780,10
781,9
782,8
783,11
784,-200
785,11
786,9
787,-200
788,-200
789,-200
790,-200
791,-200
792,-200
793,-200
794,-200
795,-200
796,-200
797,7
798,-200
799,-200
800,-200
801,-200
802,-200
803,11
804,-200
805,8
806,7
807,7
808,-200
809,-200
810,-200
811,-200
812,-200
813,-200
814,-200
815,8
816,-200
817,10
818,-200
819,-200
820,6
821,-200
822,7
823,12
824,-200
825,-200
826,-200
827,-200
828,-200
829,-200
830,8
831,-200
832,-200
833,-200
834,-200
835,-200
836,-200
837,-200
838,-200
839,-200
840,-200
841,-200
842,7
843,-200
844,-200
845,-200
846,-200
847,9
848,14
849,-200
850,-200
851,10
852,8
853,-200
854,7
855,12
856,-200
857,-200
858,6
859,11
860,-200
861,-200
862,-200
863,-200
864,-200
865,-200
866,8
867,-200
868,5
869,-200
870,-200
871,5
872,-200
873,7
874,-200
875,-200
876,10
877,11
878,-200
879,9
880,-200
881,-200
882,12
883,-200
884,11
885,-200
886,-200
887,8
888,-200
889,-200
890,-200
891,-200
892,-200
893,14
894,-200
895,7
896,10
897,-200
898,-200
899,-200
900,-200
901,-200
902,7
903,-200
904,8
905,-200
906,-200
907,-200
908,9
909,-200
910,6
911,-200
912,8
913,6
914,-200
915,-200
916,-200
917,7
918,-200
919,-200
920,-200
921,-200
922,-200
923,-200
924,5
925,15
926,-200
927,-200
928,-200
929,8
930,-200
931,-200
932,-200
933,-200
934,-200
935,7
936,4
937,12
938,-200
939,-200
940,-200
941,-200
942,-200
943,-200
944,-200
945,-200
946,10
947,-200
948,-200
949,-200
950,10
951,10
952,-200
953,10
954,-200
955,-200
956,-200
957,-200
958,12
959,-200
960,-200
961,7
962,-200
963,9
964,-200
965,-200
966,8
967,3
968,-200
969,-200
970,-200
971,-200
972,9
973,10
974,-200
975,-200
976,-200
977,-200
978,-200
979,8
980,-200
981,8
982,-200
983,-200
984,-200
985,-200
986,13
987,11
988,9
989,7
990,6
991,-200
992,-200
993,-200
994,13
995,-200
996,7
997,-200
998,-200
999,8
