,reward
0,-200
1,-200
2,-200
3,8
4,-200
5,5
6,-200
7,3
8,-200
9,-200
10,5
11,-200
12,-200
13,12
14,-200
15,-200
16,2
17,-200
18,10
19,6
20,-200
21,-200
22,-200
23,-200
24,-200
25,6
26,9
27,8
28,-200
29,-200
30,2
31,-200
32,-200
33,4
34,-200
35,-200
36,-200
37,-200
38,9
39,-200
40,-200
41,-200
42,9
43,9
44,-200
45,4
46,7
47,-200
48,10
49,14
50,-200
51,-200
52,-200
53,8
54,-200
55,6
56,10
57,-200
58,8
59,5
60,-200
61,-200
62,6
63,-200
64,-200
65,-200
66,-200
67,3
68,6
69,-200
70,-200
71,7
72,-200
73,-200
74,-200
75,5
76,7
77,-200
78,8
79,8
80,-200
81,8
82,3
83,7
84,15
85,-200
86,-200
87,-200
88,3
89,9
90,10
91,10
92,7
93,-200
94,13
95,-200
96,-200
97,-200
98,9
99,5
100,-200
101,-200
102,4
103,-200
104,4
105,-200
106,13
107,10
108,9
109,-200
110,-200
111,-200
112,8
113,-200
114,-200
115,5
116,-200
117,-200
118,3
119,-200
120,-200
121,-200
122,6
123,-200
124,9
125,-200
126,-200
127,-200
128,9
129,-200
130,-200
131,6
132,-200
133,-200
134,7
135,10
136,7
137,-200
138,-200
139,-200
140,-200
141,-200
142,-200
143,8
144,7
145,-200
146,-200
147,-200
148,1
149,-200
150,-200
151,-200
152,-200
153,5
154,8
155,-200
156,-200
157,9
158,10
159,6
160,8
161,-200
162,-200
163,10
164,5
165,-200
166,-200
167,-200
168,4
169,14
170,6
171,-200
172,-200
173,-200
174,-200
175,7
176,-200
177,8
178,5
179,6
180,9
181,-200
182,-200
183,-200
184,9
185,9
186,9
187,2
188,-200
189,-200
190,8
191,-200
192,-200
193,-200
194,5
195,-200
196,7
197,-200
198,-200
199,-200
200,5
201,-200
202,-200
203,14
204,-200
205,5
206,-200
207,8
208,9
209,4
210,-200
211,-200
212,5
213,4
214,-200
215,-200
216,3
217,-200
218,9
219,-200
220,-200
221,-200
222,5
223,7
224,-200
225,2
226,-200
227,-200
228,-200
229,-200
230,-200
231,9
232,11
233,8
234,7
235,6
236,6
237,-200
238,9
239,-200
240,-200
241,14
242,-200
243,11
244,8
245,-200
246,11
247,-200
248,-200
249,-200
250,-200
251,4
252,-200
253,-200
254,6
255,-200
256,14
257,-200
258,-200
259,9
260,-200
261,5
262,-200
263,-200
264,7
265,-200
266,7
267,7
268,-200
269,4
270,14
271,-200
272,-200
273,10
274,-200
275,-200
276,-200
277,10
278,-200
279,-200
280,-200
281,7
282,-200
283,-200
284,10
285,9
286,-200
287,11
288,-200
289,9
290,-200
291,-200
292,7
293,-200
294,-200
295,-200
296,-200
297,-200
298,-200
299,9
300,-200
301,6
302,-200
303,-200
304,8
305,7
306,-200
307,-200
308,13
309,-200
310,-200
311,-200
312,8
313,-200
314,10
315,-200
316,-200
317,-200
318,8
319,-200
320,-200
321,-200
322,-200
323,-200
324,3
325,9
326,-200
327,-200
328,13
329,5
330,-200
331,11
332,-200
333,10
334,-200
335,7
336,6
337,-200
338,3
339,-200
340,-200
341,-200
342,-200
343,12
344,-200
345,6
346,-200
347,8
348,-200
349,-200
350,-200
351,9
352,-200
353,-200
354,8
355,-200
356,9
357,5
358,4
359,12
360,-200
361,-200
362,-200
363,8
364,-200
365,-200
366,6
367,-200
368,-200
369,-200
370,-200
371,-200
372,11
373,-200
374,-200
375,11
376,7
377,7
378,6
379,4
380,10
381,-200
382,-200
383,-200
384,10
385,1
386,-200
387,-200
388,4
389,8
390,-200
391,8
392,-200
393,8
394,-200
395,-200
396,-200
397,-200
398,-200
399,3
400,-200
401,-200
402,-200
403,-200
404,-200
405,-200
406,-200
407,-200
408,10
409,-200
410,-200
411,-200
412,5
413,10
414,-200
415,3
