,reward
0,8
1,6
2,9
3,7
4,8
5,7
6,3
7,4
8,9
9,5
10,6
11,12
12,13
13,8
14,6
15,10
16,13
17,7
18,9
19,10
20,8
21,7
22,5
23,7
24,6
25,7
26,8
27,10
28,9
29,10
30,3
31,11
32,9
33,8
34,11
35,10
36,10
37,7
38,7
39,6
40,7
41,11
42,8
43,3
44,15
45,11
46,11
47,9
48,9
49,11
50,4
51,6
52,11
53,9
54,11
55,4
56,15
57,5
58,4
59,6
60,5
61,7
62,5
63,5
64,10
65,9
66,8
67,7
68,9
69,12
70,9
71,13
72,6
73,4
74,7
75,9
76,7
77,7
78,10
79,6
80,7
81,15
82,7
83,6
84,6
85,9
86,8
87,11
88,7
89,3
90,4
91,9
92,7
93,7
94,7
95,9
96,5
97,7
98,7
99,5
100,7
101,5
102,10
103,11
104,8
105,8
106,7
107,4
108,5
109,9
110,10
111,8
112,8
113,5
114,12
115,4
116,7
117,6
118,11
119,8
120,9
121,10
122,6
123,11
124,7
125,11
126,7
127,8
128,11
129,9
130,9
131,10
132,15
133,9
134,9
135,6
136,7
137,12
138,9
139,10
140,3
141,9
142,7
143,7
144,7
145,11
146,8
147,10
148,10
149,7
150,14
151,12
152,7
153,6
154,13
155,5
156,7
157,10
158,10
159,12
160,8
161,6
162,7
163,5
164,9
165,8
166,7
167,6
168,8
169,10
170,7
171,10
172,6
173,5
174,10
175,8
176,7
177,7
178,8
179,10
180,6
181,7
182,5
183,8
184,9
185,7
186,11
187,11
188,11
189,5
190,5
191,8
192,10
193,4
194,13
195,10
196,6
197,4
198,5
199,10
200,6
201,5
202,6
203,9
204,7
205,8
206,9
207,5
208,10
209,7
210,8
211,5
212,9
213,11
214,8
215,5
216,10
217,10
218,7
219,6
220,8
221,5
222,6
223,10
224,13
225,3
226,10
227,5
228,11
229,11
230,8
231,9
232,10
233,5
234,4
235,5
236,8
237,4
238,11
239,4
240,14
241,10
242,10
243,4
244,4
245,4
246,13
247,5
248,5
249,7
250,8
251,9
252,6
253,6
254,8
255,6
256,4
257,8
258,15
259,8
260,9
261,5
262,7
263,8
264,9
265,6
266,8
267,6
268,9
269,6
270,11
271,13
272,10
273,5
274,5
275,14
276,10
277,6
278,4
279,10
280,7
281,7
282,7
283,7
284,11
285,6
286,6
287,6
288,7
289,9
290,7
291,9
292,11
293,10
294,8
295,12
296,5
297,14
298,11
299,5
300,3
301,14
302,9
303,6
304,5
305,10
306,12
307,12
308,10
309,8
310,3
311,7
312,6
313,10
314,13
315,6
316,4
317,5
318,9
319,7
320,6
321,12
322,4
323,11
324,12
325,4
326,8
327,11
328,10
329,6
330,9
331,6
332,5
333,4
334,7
335,6
336,9
337,9
338,10
339,10
340,7
341,12
342,12
343,10
344,6
345,5
346,7
347,6
348,13
349,10
350,8
351,4
352,9
353,5
354,9
355,6
356,8
357,7
358,8
359,6
360,12
361,7
362,12
363,5
364,3
365,7
366,8
367,6
368,10
369,11
370,8
371,6
372,10
373,8
374,7
375,8
376,14
377,8
378,8
379,4
380,7
381,6
382,14
383,5
384,7
385,6
386,9
387,12
388,11
389,9
390,4
391,5
392,8
393,11
394,5
395,5
396,5
397,8
398,8
399,10
400,9
401,7
402,11
403,4
404,8
405,8
406,7
407,6
408,9
409,8
410,5
411,8
412,13
413,5
414,7
415,6
416,5
417,11
418,5
419,7
420,10
421,8
422,12
423,11
424,7
425,7
426,5
427,6
428,13
429,11
430,10
431,11
432,10
433,4
434,8
435,5
436,8
437,8
438,5
439,5
440,7
441,9
442,11
443,12
444,12
445,10
446,4
447,6
448,8
449,8
450,11
451,9
452,12
453,8
454,10
455,8
456,11
457,8
458,12
459,4
460,8
461,5
462,8
463,9
464,12
465,15
466,5
467,6
468,3
469,7
470,7
471,6
472,11
473,9
474,9
475,9
476,4
477,5
478,11
479,6
480,5
481,11
482,7
483,13
484,13
485,13
486,7
487,8
488,9
489,10
490,6
491,11
492,8
493,3
494,9
495,9
496,13
497,6
498,9
499,9
500,6
501,10
502,4
503,6
504,8
505,8
506,8
507,6
508,7
509,10
510,11
511,10
512,6
513,9
