,reward
0,12
1,5
2,8
3,7
4,5
5,13
6,8
7,9
8,5
9,10
10,4
11,7
12,9
13,13
14,10
15,9
16,5
17,5
18,9
19,10
20,10
21,12
22,11
23,7
24,6
25,11
26,7
27,14
28,5
29,7
30,9
31,4
32,8
33,8
34,10
35,9
36,6
37,12
38,10
39,11
40,6
41,13
42,5
43,6
44,9
45,5
46,4
47,8
48,5
49,7
50,7
51,7
52,11
53,7
54,9
55,6
56,4
57,9
58,5
59,10
60,10
61,3
62,9
63,9
64,10
65,10
66,9
67,7
68,6
69,9
70,9
71,9
72,8
73,7
74,7
75,7
76,8
77,10
78,7
79,5
80,4
81,13
82,15
83,9
84,10
85,10
86,7
87,7
88,10
89,7
90,9
91,8
92,11
93,9
94,11
95,12
96,13
97,11
98,10
99,6
100,5
101,4
102,12
103,10
104,6
105,8
106,10
107,4
108,8
109,6
110,8
111,11
112,9
113,8
114,6
115,5
116,8
117,6
118,10
119,5
120,8
121,5
122,4
123,8
124,9
125,5
126,7
127,11
128,5
129,6
130,8
131,10
132,7
133,4
134,9
135,4
136,9
137,7
138,10
139,12
140,9
141,7
142,11
143,7
144,7
145,5
146,8
147,11
148,10
149,5
150,11
151,6
152,6
153,11
154,10
155,4
156,5
157,8
158,6
159,7
160,5
161,8
162,5
163,6
164,9
165,9
166,4
167,7
168,9
169,9
170,3
171,9
172,11
173,5
174,12
175,8
176,7
177,6
178,12
179,7
180,8
181,4
182,4
183,11
184,11
185,6
186,5
187,10
188,9
189,10
190,8
191,4
192,7
193,9
194,15
195,5
196,12
197,7
198,9
199,3
200,9
201,7
202,5
203,8
204,4
205,6
206,8
207,10
208,9
209,7
210,12
211,10
212,3
213,7
214,11
215,11
216,7
217,8
218,9
219,7
220,8
221,5
222,5
223,11
224,4
225,5
226,9
227,12
228,5
229,8
230,6
231,9
232,5
233,5
234,6
235,8
236,8
237,9
238,7
239,5
240,8
241,10
242,6
243,6
244,9
245,6
246,8
247,8
248,13
249,9
250,8
251,7
252,9
253,5
254,9
255,7
256,12
257,4
258,9
259,8
260,4
261,6
262,8
263,12
264,10
265,7
266,5
267,11
268,6
269,8
270,10
271,7
272,7
273,9
274,10
275,6
276,8
277,9
278,6
279,11
280,10
281,5
282,5
283,10
284,8
285,8
286,5
287,5
288,10
289,11
290,6
291,7
292,11
293,9
294,7
295,7
296,5
297,7
298,8
299,12
300,6
301,13
302,11
303,9
304,14
305,7
306,5
307,12
308,10
309,7
310,9
311,5
312,6
313,6
314,8
315,9
316,9
317,6
318,9
319,5
320,11
321,7
322,9
323,5
324,12
325,5
326,10
327,9
328,8
329,13
330,4
331,6
332,8
333,3
334,7
335,8
336,11
337,4
338,6
339,8
340,9
341,10
342,8
343,6
344,6
345,3
346,13
347,6
348,6
349,8
350,9
351,9
352,8
353,9
354,12
355,7
356,6
357,8
358,7
359,5
360,7
361,9
362,6
363,4
364,7
365,9
366,3
367,3
368,3
369,8
370,6
371,8
372,10
373,3
374,7
375,7
376,15
377,9
378,12
379,12
380,5
381,10
382,9
383,10
384,8
385,7
386,9
387,8
388,4
389,9
390,7
391,15
392,7
393,6
394,4
395,7
396,9
397,7
398,15
399,11
400,3
401,7
402,9
403,8
404,7
405,11
406,10
407,9
408,6
409,9
410,7
411,12
412,2
413,6
414,8
415,6
416,3
417,11
418,4
419,7
420,5
421,7
422,6
423,4
424,9
425,6
426,7
427,5
428,7
429,7
430,11
431,11
432,10
433,11
434,9
435,11
436,4
437,6
438,9
439,8
440,8
441,10
442,11
443,10
444,5
445,3
446,8
447,9
448,8
449,9
450,8
451,4
452,10
453,5
454,5
455,5
456,8
457,3
458,9
459,8
460,6
461,8
462,6
463,6
464,9
465,9
466,4
467,9
468,9
469,8
470,11
471,8
472,10
473,10
474,12
475,6
476,8
477,8
478,5
479,7
480,6
481,14
482,4
483,9
484,5
485,14
486,13
487,2
488,7
489,9
490,4
491,7
492,8
493,14
494,9
495,7
496,9
497,7
498,8
499,8
500,7
501,6
502,5
503,10
504,10
505,11
506,6
507,10
508,6
509,7
510,7
511,7
512,9
513,7
514,10
515,4
516,3
517,7
518,6
519,10
520,7
521,6
522,9
523,7
524,15
525,5
526,5
527,5
528,14
529,9
530,10
531,8
532,12
533,9
534,8
535,9
536,7
537,8
538,5
539,8
540,11
541,10
542,7
543,13
544,8
545,10
546,6
547,4
548,10
549,6
550,8
551,13
552,7
553,7
554,12
555,6
556,3
557,9
558,8
559,5
560,9
561,5
562,6
563,11
564,10
565,7
566,11
567,9
568,7
569,9
570,6
571,12
572,6
573,10
574,12
575,7
576,10
577,7
578,7
579,5
580,4
581,11
582,8
583,6
584,5
585,5
586,6
587,4
588,9
589,8
590,9
591,11
592,14
593,8
594,7
595,5
596,7
597,7
598,7
599,9
600,6
601,10
602,4
603,10
604,7
605,6
606,8
607,8
608,4
609,11
610,10
611,8
612,6
613,5
614,7
615,7
616,13
617,9
