,0,1,2,3,4,5,6,7,8,9
0,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
2,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
5,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
6,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
8,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
9,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
10,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
11,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
12,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
13,-200,-200,-200,-200,-200,-200,-200,12,-200,11
14,15,11,-200,9,-200,12,-200,-200,-200,9
15,-200,13,-200,-200,8,-200,8,-200,10,-200
16,-200,9,-200,-200,12,11,-200,13,11,-200
17,-200,11,-200,-200,-200,-200,-200,10,10,-200
18,9,-200,-200,-200,14,-200,-200,9,12,12
19,-200,-200,10,9,-200,-200,-200,11,-200,11
20,9,-200,-200,15,5,-200,-200,-200,12,-200
21,5,8,9,5,7,9,11,13,7,-200
22,11,8,5,7,8,-200,7,-200,-200,4
23,7,8,4,5,7,11,7,7,13,9
24,6,5,5,11,3,9,3,6,-200,9
25,12,9,10,5,10,10,11,6,10,2
26,12,6,9,11,9,5,6,4,7,9
27,8,6,8,7,7,7,12,11,8,10
28,7,6,10,7,7,8,9,6,4,7
29,8,6,5,9,4,4,6,6,11,6
30,8,10,7,7,9,6,11,10,6,8
31,11,10,8,11,6,5,14,13,6,5
32,9,6,8,7,6,9,11,9,8,4
33,9,3,6,10,9,4,7,3,6,10
34,4,4,8,8,7,5,11,7,6,5
35,6,9,7,13,6,4,9,13,3,10
36,9,4,3,6,11,10,5,12,9,8
37,5,10,7,15,10,9,10,9,7,5
38,9,6,4,10,9,6,5,5,10,9
39,10,7,6,6,8,8,7,10,11,10
40,6,8,8,6,5,10,12,5,13,7
41,5,5,7,8,8,7,7,14,7,10
42,9,10,11,9,5,5,5,11,5,12
43,3,6,4,9,13,5,7,9,9,12
44,7,8,10,11,4,6,5,8,7,4
45,12,8,6,6,3,9,11,9,12,6
46,7,6,6,12,8,5,6,10,9,7
47,6,8,10,9,9,11,5,8,3,6
48,6,6,13,9,7,8,6,10,4,5
49,11,3,4,8,3,8,6,11,7,11
50,8,5,11,11,7,5,7,9,6,6
51,7,8,9,9,6,10,10,7,4,7
52,11,8,3,8,8,8,10,10,4,8
53,6,9,9,8,11,9,10,8,10,6
54,12,9,6,6,11,4,12,7,8,10
55,10,10,7,8,9,10,7,7,6,9
56,7,5,9,11,9,8,5,6,5,4
57,7,8,6,10,8,8,7,8,9,8
58,6,9,5,10,9,11,6,7,8,6
59,9,10,11,8,11,8,10,6,8,9
60,8,8,8,10,4,6,4,7,6,10
61,10,5,14,6,7,9,6,4,9,11
62,13,14,13,8,10,9,4,10,10,5
63,5,10,7,8,8,5,9,7,8,6
64,6,7,9,11,9,11,10,10,9,4
65,8,5,8,9,8,7,6,10,7,10
66,13,4,9,11,9,10,8,10,7,10
67,8,3,5,4,6,11,11,9,3,8
68,10,12,7,9,7,9,12,11,9,6
69,12,10,6,6,8,8,10,8,7,9
70,7,11,11,4,9,9,4,7,10,8
71,12,9,8,4,10,9,15,8,7,9
72,10,10,11,5,9,8,8,5,7,8
73,7,5,6,11,4,11,7,4,5,6
74,6,14,11,4,14,7,7,11,5,7
75,6,12,5,7,10,9,11,6,5,10
76,12,8,9,10,4,6,5,10,8,3
77,8,11,9,9,8,5,14,6,13,13
78,6,10,8,4,11,10,10,15,10,7
79,5,3,8,4,6,6,12,10,11,10
80,6,10,7,12,10,10,10,8,10,8
81,8,10,11,5,9,4,11,8,7,4
82,9,8,5,6,7,6,7,3,13,6
83,8,10,6,8,6,8,6,4,10,11
84,12,8,10,9,8,4,7,11,9,8
85,8,14,3,12,7,13,7,4,8,13
86,6,7,8,6,6,7,3,6,7,9
87,6,7,6,5,5,5,9,9,12,9
88,6,5,10,6,10,10,10,7,7,4
89,10,6,8,8,7,7,6,10,7,7
90,9,8,8,9,9,10,14,6,9,4
91,5,14,4,10,8,6,13,9,6,4
92,7,6,4,11,9,7,7,7,4,7
93,5,9,5,5,4,8,9,8,9,8
94,12,9,4,8,7,12,11,5,8,7
95,9,8,10,13,15,6,7,10,8,10
96,14,6,8,7,6,6,7,6,7,8
97,10,13,4,6,4,11,3,9,14,13
98,11,4,6,9,8,10,6,13,9,9
99,3,9,7,11,9,11,4,11,10,12
