,results
0,6885.27937491661
1,210.29981448224282
2,68383.93635160587
3,9137.618106344204
4,1616.8525335353177
5,3797.549112758746
6,189085.62839186742
7,16457.714691094858
8,815.518730828979
9,2573.4218998789906
10,1546.1077590104749
11,331.2684846140896
12,4788.925913506762
13,886.4045345935616
14,1614505.0524985632
15,303.2790943597879
16,22458.11605306042
17,345.0207990649242
18,1552.0595163678563
19,7014.381350050726
