,results
0,902.215482258934
1,900.3219904153128
2,900.3250887245968
3,900.3593279966778
4,900.8475057224863
5,900.3579471642074
6,900.2958267986448
7,900.4032208592614
8,900.265722974647
9,900.2068251959768
10,900.8833592321672
11,900.3075142743251
12,900.4194927013278
13,900.2081521652507
14,919.4307226653358
15,900.2920307684349
16,900.3104697876963
17,900.3005969622532
18,900.3571522163733
19,900.4099928306247
