,results
0,5044290.771094694
1,4213986.651521063
2,3453366.0766909504
3,5109345.876820951
4,3199104.431955682
5,5346653.115119833
6,4388170.864733527
7,3494228.7187488317
8,3574970.628073076
9,2817801.2033327455
10,2763293.2864642115
11,3390218.4975106614
12,4133079.3411072604
13,3748840.0546001587
14,3783596.735193301
15,2117081.209261908
16,5218800.93392993
17,3981060.7724454203
18,3659825.107124514
19,3391119.1511441246
