,results
0,922.844637879188
1,930.3602432146021
2,923.9945503881429
3,919.0831858921539
4,922.8000649238215
5,919.620812160585
6,922.0082648290804
7,920.6385459471948
8,908.6406517874378
9,924.0979400771571
10,924.5173107303982
11,927.3194761876526
12,913.6424761885589
13,912.568897224562
14,911.0633760682827
15,919.7994053577307
16,914.9001114940222
17,919.2626971066695
18,924.3157313021281
19,917.5254311947485
20,926.4312943696121
21,924.1833096099878
22,929.1550683509381
23,920.8863006844414
24,916.3356500213914
25,913.6587157143616
26,931.0822598963662
27,916.6795342014992
28,918.6405603979125
29,935.5527565527359
30,921.696462512987
31,919.6449823447107
32,919.5718021301673
33,928.5489593021462
34,925.4046019582668
35,911.9316069244355
36,924.9259434866419
37,919.0699508052144
38,920.1392707629889
39,918.9165634842439
40,928.61314355854
41,914.6267118740883
42,918.3882854243973
43,923.1960967054687
44,917.0565978697163
45,918.4062669475687
46,922.4177733564873
47,918.8753650577372
48,911.579168045495
49,918.2073895645249
50,915.968394202696
51,931.6386407021973
52,920.8514626682316
53,929.9509703891254
54,912.1715828396451
55,914.1509162633985
56,914.2227825377955
57,922.0218347500683
58,916.3367092350968
59,920.8970175805896
60,920.0545930539654
61,928.448656902303
62,930.4075900288167
63,925.3949130873457
64,921.6779239053216
65,916.2865875501182
66,915.9770535144505
67,925.1811617455613
68,929.239368758316
69,928.4732321474515
70,912.2027932965682
71,919.4182955639044
72,921.7771528165389
73,906.9104893451915
74,920.1757311723902
75,918.172008286363
76,922.9263960832752
77,911.5502334700066
78,912.6327904401476
79,925.9959591807093
80,924.7241757413435
81,920.2880159850546
82,921.0462382274881
83,918.8471153111104
84,915.251400250526
85,927.1608046798729
86,922.267354549083
87,920.3177320653907
88,909.6784447551212
89,928.6114976330127
90,932.5760473334368
91,924.5754846575081
92,927.2917242644538
93,919.3910425943141
94,931.0812603447434
95,926.7440890873876
96,924.6199068133284
97,929.5329688675927
98,916.7707767312975
99,920.2371088422487
