,results
0,391315991.191055
1,227193220.76547724
2,237845344.73959106
3,962371719.3600888
4,13189973.006109992
5,2460629.839143856
6,4418.0465683785105
7,73632378161.87827
8,5091552.1226868965
9,346184720.026559
10,138303588.4874879
11,32588.435346699487
12,10901863445.401194
13,155011828.754708
14,405069270.0432605
15,14766951.198427457
16,10127227804.934822
17,744053.7927508724
18,163745797714.30835
19,42461659.67194628
