,results
0,5112.475976433106
1,1204.7191518012378
2,220.90386790798976
3,13589.276976339504
4,146349229.26986864
5,343.4486337154129
6,1801.3752797236234
7,19562.681054844303
8,72968867.73961332
9,731112.1769684817
10,2442.9875071981364
11,4442.453591210436
12,14390.506966375444
13,5285.545309085011
14,183.87851940966982
15,1752.3080087173068
16,278.1870530655327
17,2943.6453289066935
18,2542.8372502881484
19,6411.085930484807
