,results
0,901.0797911156067
1,1012.7579577732636
2,1361.734578550515
3,900.2807947236789
4,958.1133923825076
5,1094.7321565532875
6,1110.665721743999
7,1110.5447422334018
8,934.7148240555849
9,1220.4393398972147
10,900.1075473933531
11,1124.6985358096779
12,2312.0345142947754
13,1829.4237952209412
14,2128.1681183830365
15,1093.8942648291452
16,1278.0490676119825
17,1373.4492307692415
18,2675.017262426277
19,3061.9173356093047
20,2255.865228042078
21,1007.4623333087113
22,1471.4196729976543
23,900.0687715702167
24,1176.8861478970234
25,2061.711705389287
26,1038.0584266488786
27,1419.9392357636068
28,914.4300926728044
29,3255.8243624590114
30,1112.5263841411183
31,2197.1153113752516
32,962.0519352352475
33,1915.8516915703913
34,1183.948047665674
35,1853.545561954152
36,1247.0278955005151
37,966.8422250948329
38,1094.8961445405948
39,1159.484202807495
40,1199.455307076485
41,1724.7568612481991
42,1006.6742775585753
43,1125.5877024240917
44,900.5590249752302
45,1080.9521543831813
46,1322.737400186618
47,1109.5448355396952
48,1112.0124826604383
49,1036.1152073327212
50,985.7407726937929
51,1928.5362033440226
52,944.533924096124
53,2035.8062849006155
54,2109.0466078588315
55,1223.5595920646608
56,961.8717563740245
57,2115.9476840402267
58,1192.7248807100627
59,2317.9595795510713
60,1693.6279574364726
61,2040.8926520945142
62,901.5994093785157
63,1027.3466208542093
64,1001.9832193576439
65,1270.5210309220683
66,909.2002136820236
67,2901.803485275275
68,1153.658049236066
69,1106.358552864163
70,1051.3922046149817
71,2068.8995574000583
72,3298.2417136845825
73,1417.9261272766007
74,1090.1184380491052
75,937.9131048968164
76,1407.8644365822192
77,2540.6369610183283
78,901.3957148236569
79,901.1100638343084
80,1564.5883759696117
81,1707.345999203928
82,904.3131101429705
83,1980.2545821865822
84,2452.865962228726
85,2710.955785010431
86,1195.115539026054
87,1844.0239197108253
88,1429.7125772514996
89,1191.6388991668885
90,1433.1649016062468
91,1087.065311447542
92,1316.6556508965573
93,904.1388117230948
94,953.3832054590963
95,1156.001817225345
96,904.0031231424182
97,1068.5807253700516
98,2975.5010826381017
99,1099.529839024389
