,results
260,1666.1649864588626
261,2740.0292158250836
262,8666.31329452738
263,2866.8290569517667
264,3362.7840608545002
265,2584.7832877148626
266,3225.285718363029
267,3885.427810100635
268,2245.960736661775
269,3643.7768524872877
270,6729.543374297674
271,4482.863324150585
272,2577.2641931249473
273,4187.040223074455
274,5699.563677878841
275,3268.631374929219
276,4009.233360899669
277,2400.4801372653837
278,2218.4192420517975
279,4859.377310959291
280,7023.479925398156
281,2851.418081710379
282,3725.4968486320386
283,3395.7242971674855
284,4342.920138648093
285,4395.132361079045
286,2351.4457178616804
287,3704.8752032430134
288,7828.796402162465
289,2718.3058175986343
290,5114.0622626732
291,2877.213874267248
292,4412.197038797858
293,4588.189459426539
294,4703.195232102334
295,5684.166475640144
296,2619.24041784175
297,3248.128341725898
298,2857.398690259839
299,3534.620388721635
300,3593.382703424038
301,3571.3154883562524
302,3443.5124536395674
303,4097.510666128293
304,2326.7705444127687
305,3165.049341184878
306,3824.5402652346365
307,4324.132550552931
308,3925.604130437393
309,4351.870811125156
310,3239.3215137250077
311,4294.736195631565
312,3229.156958954357
313,2752.8652059518154
314,3466.7939842277315
315,1880.8700793853602
316,5181.4032814543725
317,4167.556427091738
318,4533.415648628263
319,5447.182246811505
320,5862.597644330756
321,2802.177926456281
322,8428.007017101601
323,8414.861122360804
324,3158.2973245417156
325,3192.505729731383
326,3363.492200911628
327,2593.226905037483
328,4466.9646662745145
329,3565.2845368936446
330,3416.5512440914467
331,2992.3523547764344
332,3656.127553093206
333,3572.4747739508307
334,3534.8767492843517
335,2169.118499143476
336,3568.400589382441
337,5744.744869110855
338,2536.134681206332
339,6162.568743050985
340,4995.916320164748
341,5544.122168103225
342,3419.8704336447836
343,7802.510021856712
344,2893.910913069002
345,2974.6018754026186
346,3460.0359707067923
347,4554.064837582204
348,2521.0725455534084
349,10150.650928178859
350,3152.334631110742
351,5672.209746007738
352,3651.1940525646337
353,4313.6834158193515
354,5040.787830637089
355,2396.143901080728
356,5036.421757041191
357,6422.715222240004
358,4524.720881179274
359,5832.931242081201
360,4255.657978112656
361,4242.449346351588
362,4193.6009819905885
363,3852.233259413016
364,2650.781923900173
365,3328.338369853953
366,3116.955505432833
367,4304.285349623084
368,7479.74154322567
369,3595.184645298714
370,4424.095137765495
371,2742.956491331561
372,9415.275929969894
373,6382.53464067647
374,5046.638844490802
375,7565.754764667408
376,3687.06385959541
377,3619.212678489376
378,4530.587655308674
379,5740.7606008642415
380,4851.087971063391
381,3434.232421251125
382,1909.3720559762883
383,3823.221230181417
384,3306.6645340933264
385,5427.530942813608
386,3940.9113317964134
387,3750.4556304431753
388,3567.4766578784424
389,5373.225456934435
390,4019.6122157927134
391,7037.401650805998
392,3796.8611343485586
393,4349.373292988033
394,2108.721310522841
395,3707.1135529026724
396,2950.406468566791
397,7866.258772371596
398,2922.051444281464
399,2521.464778715512
400,4465.914087372841
401,6111.326209568741
402,6441.468958342179
403,4721.858581719212
404,4118.349794992511
405,3753.997621911354
406,5385.021644368242
407,3120.1038336537895
408,4944.644714172965
409,4162.305958342593
410,3175.4014860731404
411,4571.234055917175
412,3752.4379744863686
413,4583.413900513688
414,1768.6738752359115
415,2780.223548694943
416,3163.321322510895
417,4916.614970021364
418,2957.9418595185557
419,3623.0784532438165
420,3718.2631291949842
421,4211.3476385833565
422,4791.467390732527
423,10256.477982315655
424,7121.594147336061
425,5193.985501154589
426,4750.461456496099
427,3721.1366130922497
428,3829.612124649616
429,4611.148231082123
430,1838.1389308969333
431,5053.4791651614105
432,2043.0229649368714
433,3924.075196235467
434,5381.1056827521825
435,3248.302212418759
436,3894.831009681033
437,3777.171892743039
438,5503.622013192874
439,3234.769603594062
440,5909.16444746615
441,2597.962179371424
442,3317.7524846506367
443,4125.573189388284
444,3573.4683476228815
445,5495.5459592675015
446,5486.928999132311
447,4042.846528467001
448,5539.069416703191
449,3524.664673209119
450,2848.121142585724
451,4551.362503775974
452,3170.5202663895284
453,8135.825686134504
454,5351.207532719944
455,2466.7018609050865
456,2359.426004448616
457,3331.7548523413157
458,3338.129128140212
459,3153.101172811021
460,2772.470046717574
461,7328.9148568772125
462,4858.239758411913
463,3442.7039875308064
464,6251.672823476146
465,3594.937768610747
466,7261.687713606369
467,3231.0476793052335
468,6524.92613261455
469,8491.938007259303
470,4931.341491595901
471,4853.540895274364
472,2569.019844667876
473,4343.807651826552
474,3414.245146783782
475,5001.181048570854
476,7038.650622179663
477,5670.652364465066
478,4555.038542636353
479,6047.749800743708
480,4710.765477253293
481,4713.561596483154
482,3210.4691715875315
483,6969.629593071554
484,2515.3034787725082
485,2740.0942947865024
486,2560.8505078842654
487,6675.717555465957
488,2238.312726343225
489,2210.681918508104
490,5547.688236053975
491,2636.4268704212222
492,3234.3134235532234
493,5397.489862314439
494,3708.2312388452556
495,5102.359238342842
496,5718.224105560577
497,3688.4030337052395
498,5220.6225757784505
499,4594.356329428161
