,results
0,903.2399969286321
1,904.9010760010453
2,904.7875810528673
3,908.8935832879395
4,904.2834358491197
5,905.5414632192987
6,902.9560258285301
7,905.6776155651543
8,906.6113899329505
9,903.6862358429897
10,906.4504574169383
11,904.2235722345409
12,904.008595763187
13,905.3345931074572
14,904.8497476441827
15,905.5909889403849
16,907.7628804421938
17,907.4925315332658
18,904.3137994180598
19,901.9291240631907
