,results
0,2718308.1407236396
1,4429773.860646917
2,4457377.127422215
3,1773004.6688308483
4,4120019.5393291027
5,3464212.339667806
6,4383215.577726388
7,3895091.6488850443
8,3242668.70625101
9,5040023.954149885
10,2355175.005405383
11,3295491.749762831
12,2632492.926759915
13,3611122.9686882324
14,1751923.4121071233
15,4150900.0869272524
16,3297702.552528932
17,1583903.84413242
18,4948751.1351735955
19,2475883.681260497
20,3661985.6453016675
21,4403252.686827053
22,3672738.922759604
23,2438740.309920275
24,1826201.592996825
25,6367870.712251154
26,2309363.4332702807
27,2794257.775444486
28,4854828.394670521
29,3848840.349668085
30,1977891.3563512398
31,2920331.814921857
32,4198452.958649968
33,3980224.2421865305
34,4629229.60968978
35,3338640.8294220385
36,2814394.9042740692
37,3184701.082525486
38,3969135.0334203593
39,3221873.584521015
40,2654349.0549351736
41,1697159.6172987919
42,3520794.356411006
43,2998493.2273227363
44,4046400.9371155547
45,3880558.3080476457
46,4163777.60340159
47,2381346.1141091846
48,2915984.259086735
49,4520688.083300412
50,1022719.5155917397
51,2823530.163023116
52,3881824.4864034904
53,3855292.2122266036
54,2971058.056666935
55,3815129.7490826407
56,4068937.377292674
57,5097217.145993001
58,4976157.558504017
59,3589297.8066039155
60,2705075.912352546
61,2684828.8419472575
62,2317504.3566895383
63,2345326.057829721
64,4097935.8193614697
65,1099821.892957878
66,4757472.814059404
67,2756827.4547189022
68,4492944.623396158
69,2676243.238868048
70,3637217.7365854303
71,2084423.205677167
72,3004524.8146090824
73,2570448.0358593236
74,1593247.8818529104
75,4753924.310399497
76,2989902.066995175
77,3501827.5634799874
78,5008534.6480194405
79,3974229.7487273454
80,4193950.1297560045
81,2219916.6674821787
82,2618795.8261417416
83,4575073.521557881
84,5047831.273530443
85,3605658.1179555007
86,2321853.486623287
87,3341413.804956993
88,2903232.279378805
89,2646552.5860698028
90,2657102.0699494514
91,2874633.823782341
92,2989313.1364033134
93,5081412.249790271
94,3839733.490725661
95,3900024.1448078644
96,3835709.001127533
97,2256467.366907639
98,1997320.6266425422
99,5233054.576289979
