,results
0,900.5548301184194
1,900.0728706551753
2,1086.1525043885886
3,900.0090102406863
4,900.0029845676942
5,900.0000718254352
6,901.7294159708168
7,900.0000056098014
8,900.0109909658365
9,900.2278409025793
10,900.0037225292419
11,900.9087309698998
12,900.7182268797802
13,900.0037859148398
14,900.4505350556296
15,900.9765136160589
16,900.622857724471
17,900.0000197555771
18,900.454745450196
19,900.3323470187064
